#{"t_start": 1774867100.2947247, "env_id": "None"}
r,l,t
1.24,4,0.01088
2.6,7,0.012739
1.46,3,0.013858
1.21,3,0.014627
2.46,5,0.015991
1.76,4,0.017365
2.11,4,0.018317
2.45,4,0.019307
1.4,4,0.020555
2.24,5,0.021685
1.1,3,0.022662
2.17,4,0.023775
1.12,3,0.024881
0.85,3,0.025519
0.42,3,0.026295
2.38,7,0.02789
2.29,6,0.029353
4.25,8,0.031069
3.2,9,0.033269
1.03,3,0.033902
1.6,5,0.035245
2.36,5,0.037187
3.85,9,0.056956
2.1,8,0.074477
2.13,7,0.093379
1.94,7,0.111473
2.35,7,0.122927
2.45,6,0.139151
1.83,6,0.149832
2.01,7,0.169341
0.64,3,0.17632
1.98,8,0.195482
1.94,8,0.214994
2.48,7,0.23277
2.03,7,0.245123
2.82,8,0.262788
1.0,5,0.280174
1.22,4,0.289094
1.33,6,0.300626
1.42,7,0.318616
1.99,8,0.337332
2.72,7,0.355274
2.83,8,0.373986
1.32,4,0.382372
1.85,7,0.395675
1.68,7,0.413286
1.8,6,0.431878
1.44,7,0.443277
1.12,7,0.461768
2.03,7,0.480176
1.91,6,0.492594
3.11,8,0.538144
1.63,5,0.613185
1.0,5,0.626086
2.9,9,0.643859
2.96,7,0.662297
1.79,7,0.680669
2.34,7,0.692634
2.44,7,0.711263
1.04,6,0.729954
1.96,7,0.741495
1.63,5,0.756602
1.0,5,0.768026
1.18,6,0.779643
2.41,9,0.805513
2.52,6,0.816616
1.0,5,0.828221
1.94,6,0.845957
2.03,8,0.864049
1.05,6,0.87657
1.54,6,0.895152
3.06,8,0.91436
1.57,6,0.928644
1.34,6,0.946979
1.0,5,0.959023
1.54,6,0.977113
2.11,7,0.990497
1.18,7,1.008942
1.32,6,1.027687
1.88,6,1.038915
1.86,6,1.05725
1.92,7,1.07021
1.93,8,1.090669
2.46,7,1.109695
2.03,5,1.118696
1.0,5,1.137516
1.72,7,1.150248
1.63,7,1.170309
1.0,5,1.18189
3.4,8,1.201515
1.0,5,1.222213
1.0,5,1.234766
1.51,6,1.247818
1.84,6,1.267041
1.92,7,1.28651
1.0,5,1.299806
1.87,7,1.32008
1.45,6,1.333122
2.72,7,1.352226
1.16,6,1.364462
1.53,6,1.382536
1.0,5,1.395178
1.81,6,1.414311
1.94,8,1.433411
1.73,7,1.461871
1.0,5,1.480268
2.04,7,1.493056
1.27,6,1.512196
1.0,5,1.524934
1.54,7,1.543513
