#{"t_start": 1774944485.097069, "env_id": "None"}
r,l,t
2.41,5,3.337836
4.11,8,3.357046
4.18,7,3.370545
1.67,3,3.376057
1.67,4,3.386318
3.82,7,3.402694
3.48,7,3.422659
4.09,6,3.439119
4.19,8,3.461975
3.64,7,3.482745
4.45,9,3.506381
3.29,5,3.520064
2.15,8,3.541799
1.87,5,3.555662
2.04,4,3.566523
3.74,10,3.593544
4.04,7,3.613422
4.74,10,3.640426
2.04,6,3.658022
2.53,4,3.670187
4.79,9,3.695094
2.73,6,3.711817
2.96,5,3.724655
2.54,5,3.737536
3.57,5,3.751361
3.68,8,3.773435
2.49,5,3.787375
5.14,11,3.815836
3.47,6,3.832084
2.18,7,3.851434
2.67,4,3.862046
2.88,8,3.883167
3.68,8,3.903158
4.82,8,3.923908
4.82,10,3.950011
2.87,7,3.965392
2.84,5,3.977272
4.2,8,3.993401
1.86,5,4.00572
4.33,8,4.026578
1.83,4,4.035937
2.84,7,4.054392
6.68,11,4.085022
3.79,7,4.103736
2.77,3,4.111422
2.92,5,4.123283
4.91,8,4.144654
3.54,5,4.157741
8.45,13,4.190373
5.23,11,4.216443
3.48,7,4.236566
4.66,7,4.255872
3.25,6,4.27305
2.03,5,4.287308
3.13,7,4.30529
3.16,7,4.324231
4.3,8,4.345942
1.93,7,4.365158
3.27,6,4.382964
3.54,7,4.403334
2.5,5,4.417109
3.78,7,4.43648
1.46,4,4.448361
4.58,9,4.472786
3.35,7,4.494445
7.47,14,4.530686
3.89,9,4.555339
3.77,7,4.576684
3.55,7,4.595404
1.74,4,4.605108
4.54,8,4.623587
3.8,6,4.637888
3.73,7,4.655092
2.59,6,4.669925
3.18,6,5.53715
5.11,10,5.564339
1.61,5,5.577116
1.52,5,5.591161
2.92,7,5.612382
2.2,4,5.624576
3.09,6,5.640449
4.51,7,5.660356
1.92,5,5.674772
2.87,6,5.693028
3.33,7,5.713362
3.92,10,5.74058
3.14,6,5.755413
4.42,9,5.778285
4.24,8,5.7998
1.84,6,5.8164
4.08,8,5.839013
5.23,10,5.865537
2.07,6,5.881708
3.02,7,5.8992
4.37,9,5.924928
3.34,6,5.940661
2.81,5,5.954253
5.04,11,5.981367
5.09,9,6.000834
1.22,4,6.013227
3.7,7,6.034373
3.94,9,6.056113
3.34,5,6.069948
3.32,8,6.091346
3.1,7,6.107775
2.4,5,6.12023
2.81,5,6.132987
4.84,11,6.162683
7.0,10,6.192921
3.92,8,6.213936
3.16,7,6.232597
2.67,5,6.246345
1.99,6,6.264516
2.63,5,6.27734
2.33,5,6.289821
2.99,6,6.305522
3.69,6,6.322103
3.69,10,6.349921
3.49,5,6.364491
1.64,6,6.382722
1.8,4,6.395002
2.41,5,6.411166
5.18,9,6.436706
4.97,10,6.464705
2.85,7,6.483691
1.9,5,6.498467
4.46,8,6.519743
2.96,7,6.53997
3.78,8,6.55725
2.54,5,6.567977
2.92,7,6.586069
3.99,7,6.605823
4.45,8,6.627956
3.36,7,6.648386
