#{"t_start": 1774866653.4226017, "env_id": "None"}
r,l,t
1.24,4,0.007327
2.6,7,0.009067
1.46,3,0.009737
1.21,3,0.0102
2.46,5,0.011767
1.76,4,0.01275
2.11,4,0.013351
2.45,4,0.013987
1.4,4,0.015029
2.24,5,0.015994
1.1,3,0.016844
2.17,4,0.017795
1.12,3,0.018656
0.85,3,0.019304
0.42,3,0.020086
2.38,7,0.021405
2.29,6,0.022825
4.25,8,0.024989
3.2,9,0.026514
1.03,3,0.027112
1.6,5,0.028436
2.36,5,0.029677
2.85,5,0.037733
1.61,5,0.045018
1.48,3,0.052093
1.6,4,0.058975
1.7,3,0.06507
1.33,4,0.072285
1.2,4,0.081594
1.24,4,0.116855
0.86,3,0.122355
1.36,4,0.129525
1.29,4,0.136685
2.13,5,0.143822
1.08,4,0.150866
1.77,6,0.160004
1.98,4,0.166816
1.66,4,0.173978
2.2,7,0.190795
1.76,6,0.203583
1.31,5,0.211511
3.08,8,0.228133
2.53,6,0.236743
1.2,6,0.251159
1.87,4,0.257282
2.13,6,0.266252
1.73,5,0.278472
0.71,3,0.279773
0.9,5,0.293219
1.33,5,0.300309
1.97,4,0.305509
2.26,7,0.318405
4.25,9,0.334139
1.63,6,0.342056
2.02,6,0.35399
3.45,8,0.367116
1.8,6,0.373812
1.87,7,0.386108
2.54,6,0.396425
1.72,5,0.402841
1.82,6,0.40959
1.67,5,0.420847
3.63,11,0.436054
0.89,5,0.447091
2.69,7,0.45474
1.89,8,0.469541
3.18,8,0.481991
1.89,8,0.495199
2.72,5,0.505176
0.93,4,0.510872
2.72,9,0.524074
1.16,4,0.529872
3.08,9,0.543371
3.66,8,0.55813
1.14,4,0.567177
3.01,8,0.583335
1.39,7,0.599148
3.33,10,0.614994
1.65,7,0.629168
2.95,8,0.64154
2.6,7,0.654436
2.83,8,0.668475
1.58,6,0.677401
1.0,5,0.691785
2.4,8,0.707556
2.0,9,0.723381
1.59,6,0.733113
1.99,5,0.74559
2.49,5,0.753987
1.93,8,0.768996
1.72,5,0.775751
2.42,4,0.781399
3.06,9,0.796495
3.18,9,0.818327
1.3,6,0.830147
2.06,7,0.844954
1.18,6,0.856694
2.22,7,0.870971
1.74,6,0.89479
1.56,5,0.907184
2.25,9,0.921484
1.07,6,0.94449
2.52,8,0.965794
2.19,7,0.975216
1.32,6,0.992737
2.13,8,1.008159
1.96,6,1.017644
1.15,6,1.032788
3.42,8,1.045092
1.64,6,1.07687
2.03,7,1.139538
3.06,9,1.225441
1.94,6,1.329364
1.55,8,1.348224
3.69,9,1.394944
1.21,6,1.410533
2.39,6,1.420496
1.0,5,1.436275
1.28,6,1.462045
1.3,7,1.509224
2.77,8,1.566547
1.76,7,1.579234
1.22,6,1.59876
2.2,7,1.616794
1.0,5,1.628331
1.86,7,1.647803
1.07,6,1.659552
1.0,5,1.670035
1.23,6,1.687476
1.18,7,1.705763
1.51,6,1.718134
2.24,7,1.735463
1.99,6,1.747939
2.49,7,1.76543
2.47,9,1.784123
1.25,6,1.80288
1.37,7,1.821344
1.59,7,1.83397
1.85,7,1.853346
2.29,7,1.871332
1.0,6,1.883217
1.48,7,1.901886
2.25,7,1.919018
1.53,6,1.929905
1.0,5,1.946798
1.0,5,1.95778
1.64,6,1.968801
1.0,5,1.985549
1.0,5,1.998228
1.0,5,2.009347
1.0,5,2.020083
1.76,7,2.039024
1.62,7,2.057532
2.68,7,2.076653
1.0,5,2.087713
1.0,5,2.099624
1.31,6,2.117154
1.99,7,2.129328
1.56,6,2.147698
1.0,5,2.158796
1.0,5,2.169713
0.69,3,2.178309
0.38,3,2.187737
0.38,3,2.197826
0.87,3,2.200462
0.38,3,2.209275
0.38,3,2.217956
0.38,3,2.226727
0.38,3,2.230378
0.83,3,2.24024
0.38,3,2.249691
0.38,3,2.258666
0.38,3,2.26691
0.99,3,2.278197
0.38,3,2.287759
0.38,3,2.298116
0.38,3,2.301996
0.38,3,2.311609
0.38,3,2.320542
0.38,3,2.330195
0.67,4,2.340696
0.38,3,2.344045
0.38,3,2.353866
1.26,6,2.373289
1.0,5,2.385673
1.0,5,2.398384
1.0,5,2.410196
1.98,6,2.42892
1.13,6,2.442199
2.19,7,2.460556
1.0,5,2.47174
1.0,5,2.489159
1.0,5,2.50174
1.0,5,2.513524
1.0,5,2.525106
1.0,5,2.5428
1.0,5,2.553977
1.0,5,2.56507
1.0,5,2.576122
1.0,5,2.593739
1.0,5,2.60651
1.0,5,2.617787
1.0,5,2.628213
1.0,5,2.645923
1.0,5,2.657214
1.0,5,2.667746
1.0,5,2.678446
1.0,5,2.694893
1.58,6,2.707942
1.0,5,2.718767
1.0,5,2.734962
1.0,5,2.746456
1.51,6,2.75875
1.0,5,2.776049
