#{"t_start": 1774925387.4938567, "env_id": "None"}
r,l,t
1.1,3,1.715551
3.46,6,1.71733
2.6,5,1.718482
2.13,5,1.719562
2.18,5,1.720948
2.37,5,1.722149
1.33,3,1.72254
1.34,3,1.722971
2.54,7,1.723894
2.45,8,1.725433
2.03,4,1.725988
1.43,4,1.726519
1.04,3,1.727023
1.35,3,1.727401
2.08,8,1.728484
1.32,5,1.729269
1.9,5,1.730098
0.25,3,1.730494
0.65,4,1.731092
1.24,4,1.731853
1.36,4,1.732833
1.9,4,1.733577
2.33,5,1.744279
1.76,4,1.751108
1.77,6,1.758161
0.88,4,1.764748
0.77,4,1.77114
1.73,5,1.783067
1.95,5,1.790745
0.46,3,1.797844
1.8,5,1.80532
0.33,4,1.812263
2.01,4,1.819734
3.61,7,1.834245
2.21,5,1.841529
1.13,4,1.848912
1.14,4,1.856658
3.18,7,1.86877
1.46,5,1.875011
1.59,4,1.881795
2.04,6,1.889954
1.32,4,1.896868
1.74,4,1.903901
3.25,7,1.915514
3.57,6,1.927372
1.24,5,1.93405
1.73,4,1.939338
2.38,7,1.950771
1.05,3,1.952095
1.74,5,1.964142
3.74,7,1.971644
2.44,5,1.983109
0.39,3,1.984403
1.0,4,1.990307
2.03,6,2.00287
2.91,7,2.015938
1.69,4,2.022016
1.26,5,2.028214
1.05,4,2.035278
2.12,4,2.042376
3.37,5,2.049832
3.94,8,2.063465
1.86,5,2.070096
0.43,3,2.076328
2.05,6,2.087812
1.13,4,2.094241
1.46,6,2.102427
3.25,9,2.116778
2.12,6,2.129612
2.03,5,2.136337
1.2,4,2.142457
1.91,4,2.148663
1.0,3,2.154744
1.48,5,2.162121
2.24,4,2.168868
2.21,4,2.176508
1.08,3,2.181212
1.68,4,2.188127
0.97,6,2.194237
0.57,3,2.201139
1.36,3,2.206904
2.21,6,2.213589
2.81,6,2.225195
2.21,5,2.232495
1.65,4,2.240712
0.93,4,2.246921
3.82,7,2.263455
2.05,5,2.270952
0.94,3,2.277308
1.16,3,2.282966
0.63,4,2.288392
1.26,4,2.293978
2.23,6,2.304787
1.8,4,2.310568
0.29,3,2.315905
2.92,6,2.321875
0.9,3,2.32751
0.66,5,2.33353
2.28,5,2.343742
3.17,6,2.350434
1.08,3,2.355758
0.76,4,2.361271
0.89,3,2.366524
1.37,4,2.372297
1.89,5,2.378976
5.02,8,2.390677
3.0,5,2.396813
4.24,7,2.412198
0.8,4,2.41927
2.69,7,2.432756
3.42,5,2.439877
2.29,5,2.447513
2.44,6,2.460525
3.03,5,2.466591
1.14,7,2.479204
1.49,4,2.486561
1.48,5,2.493225
1.75,4,2.49989
2.6,6,2.50917
4.63,7,2.5247
2.41,5,2.531687
3.02,5,2.544487
2.51,8,2.557256
1.53,4,2.565
2.33,4,2.572132
0.93,4,2.577735
2.61,4,2.585104
2.71,5,2.591625
2.57,5,2.598937
1.01,4,2.605313
2.63,6,2.618501
2.47,5,2.624823
1.58,4,2.630466
1.58,3,2.635247
1.73,5,2.641672
1.71,5,2.646804
2.76,5,2.653764
3.65,7,2.665739
0.55,4,2.671187
1.6,4,2.676101
1.73,5,2.682926
2.03,4,2.689571
2.69,7,2.69932
1.8,4,2.706293
0.6,3,2.712963
