#{"t_start": 1774936666.009003, "env_id": "None"}
r,l,t
1.63,4,0.009199
0.8,4,0.010123
1.95,4,0.011073
1.07,5,0.012251
2.07,5,0.013553
1.55,3,0.014247
1.31,4,0.015098
0.72,3,0.015824
1.42,4,0.016748
2.01,6,0.018112
1.92,4,0.018996
1.97,6,0.020304
1.26,4,0.021457
0.4,3,0.022249
1.26,4,0.02328
1.16,3,0.024173
2.21,5,0.025197
1.16,4,0.026125
1.35,4,0.026979
1.44,5,0.027917
1.68,4,0.028606
1.59,5,0.029376
0.9,4,0.030179
2.39,8,0.039734
2.36,4,0.046491
1.01,3,0.047342
1.41,4,0.053212
1.6,3,0.058138
2.15,4,0.066048
1.73,4,0.073481
1.29,3,0.080185
2.69,5,0.087372
2.06,5,0.095563
1.43,3,0.102565
1.52,5,0.112094
2.83,5,0.124787
1.83,4,0.13087
1.06,3,0.132413
2.37,5,0.147531
1.84,4,0.154554
2.12,5,0.161625
2.38,5,0.168411
1.07,3,0.173478
0.85,3,0.179593
1.92,4,0.185533
1.99,5,0.191505
1.82,4,0.196344
2.48,4,0.202446
1.12,3,0.207658
2.37,5,0.214288
2.02,4,0.220701
2.05,5,0.227808
3.87,7,0.239669
2.05,4,0.245706
3.28,6,0.25383
0.13,3,0.260601
1.25,4,0.268084
1.61,4,0.275827
2.72,5,0.284121
1.2,4,0.289607
2.28,5,0.304634
2.01,4,0.311763
2.7,6,0.321496
1.99,4,0.328225
2.38,5,0.335094
0.75,3,0.341738
1.71,3,0.348858
1.77,3,0.355405
0.81,3,0.356549
1.28,4,0.363438
2.11,4,0.369738
1.37,4,0.375963
1.65,6,0.388271
2.1,4,0.395346
0.76,3,0.402131
0.2,3,0.403251
1.91,4,0.409171
0.77,3,0.415667
1.76,6,0.428081
1.48,4,0.433288
1.53,6,0.43992
2.51,4,0.445225
1.95,4,0.450823
2.45,5,0.458872
1.36,5,0.472129
3.98,9,0.48532
1.85,4,0.49267
1.69,4,0.498957
1.05,4,0.505804
0.43,4,0.513366
1.85,4,0.522314
1.7,4,0.530916
0.97,4,0.539108
1.43,3,0.545266
1.57,4,0.552325
1.38,3,0.553155
2.25,5,0.56576
0.51,4,0.573088
1.75,4,0.579817
1.76,3,0.580613
1.19,3,0.586426
0.86,4,0.593407
2.41,5,0.599978
2.03,4,0.606271
0.91,4,0.6126
1.62,4,0.619108
2.39,5,0.631515
1.55,4,0.636319
1.48,4,0.641192
4.44,8,0.650776
2.04,5,0.655709
1.97,4,0.66213
2.02,5,0.669051
1.92,4,0.675672
2.32,6,0.687457
1.22,5,0.694606
1.14,4,0.70205
2.22,5,0.709039
2.06,5,0.715017
3.36,8,0.727122
1.02,5,0.743039
0.35,3,0.744068
1.17,4,0.750966
1.08,4,0.757931
1.92,5,0.769018
1.01,5,0.774241
1.65,6,0.780275
2.04,7,0.792805
1.0,3,0.798678
2.6,7,0.811377
0.78,4,0.818338
2.22,5,0.826355
1.61,4,0.834007
1.57,6,0.841
0.79,4,0.84757
2.22,6,0.859008
2.27,7,0.875595
1.59,6,0.882625
1.9,5,0.889835
0.99,6,0.903799
1.93,4,0.910656
3.02,8,0.926766
2.17,5,0.934606
2.19,5,0.94058
1.13,5,0.950397
1.45,4,0.956582
1.25,4,0.963217
1.3,4,0.96877
2.85,6,0.977229
2.06,4,0.983994
1.46,6,0.997933
1.37,5,1.005662
1.41,5,1.01342
3.06,7,1.025907
2.56,7,1.040508
1.7,5,1.046181
0.72,5,1.053963
2.38,5,1.060046
1.49,3,1.066838
2.31,6,1.080253
2.1,5,1.087432
1.24,3,1.093037
1.14,4,1.099079
2.1,8,1.113175
2.1,5,1.118956
1.36,3,1.126142
1.25,4,1.133001
2.4,6,1.141827
1.61,6,1.15546
2.2,4,1.162507
1.31,5,1.169541
1.28,4,1.175338
1.51,6,1.18182
0.77,4,1.18922
2.65,6,1.202698
1.23,4,1.208568
1.84,5,1.216353
1.04,4,1.223715
1.83,6,1.235113
1.71,6,1.243452
0.81,3,1.248167
2.16,5,1.255286
2.01,4,1.261206
3.58,8,1.27319
2.02,4,1.278625
1.61,4,1.284342
2.72,6,1.295385
2.06,4,1.30087
2.01,5,1.309056
1.49,7,1.324118
2.51,6,1.335016
1.85,4,1.342823
3.82,8,1.357925
2.09,6,1.371634
2.21,4,1.377143
2.25,5,1.386101
3.16,5,1.397182
1.54,3,1.40445
1.99,4,1.412633
1.56,4,1.421566
2.47,5,1.430031
2.1,5,1.43778
1.91,4,1.443987
1.2,4,1.450085
1.97,4,1.457644
1.89,5,1.469791
0.9,3,1.470504
2.29,5,1.481741
2.19,5,1.489743
2.91,6,1.49808
1.25,4,1.505678
1.99,5,1.519297
1.63,4,1.525501
1.11,4,1.532248
1.36,4,1.538445
1.5,3,1.540237
2.64,5,1.552609
1.38,3,1.554327
1.58,4,1.559269
1.46,4,1.565417
0.54,3,1.571715
1.95,4,1.578653
1.94,5,1.585745
1.74,5,1.610349
1.18,4,1.618143
1.52,4,1.626437
3.16,7,1.636276
2.24,4,1.644028
1.77,4,1.6518
2.97,6,1.666534
2.68,5,1.674435
2.08,5,1.682514
3.08,5,1.69666
2.34,4,1.703899
1.76,4,1.709577
1.57,4,1.715918
2.76,5,1.72501
2.36,5,1.732334
2.61,5,1.739215
2.34,5,1.748614
1.26,3,1.749506
1.53,4,1.755064
2.5,6,1.76657
2.32,4,1.772461
1.87,4,1.780054
1.64,5,1.787237
2.51,5,1.793434
1.38,4,1.799625
3.22,6,1.813936
2.36,4,1.821093
2.65,5,1.827276
2.05,5,1.83492
2.6,6,1.846915
1.46,5,1.853378
1.02,4,1.859907
1.62,3,1.866957
1.3,4,1.872977
1.27,4,1.878348
2.06,4,1.88582
1.13,4,1.891648
3.5,7,1.905981
0.69,4,1.913278
3.0,6,1.920487
1.63,4,1.927331
3.81,6,1.941571
0.75,3,1.942742
2.38,5,1.953982
1.2,5,1.959991
0.85,3,1.965662
1.12,4,1.972957
3.22,5,1.979596
3.82,6,1.987415
1.45,4,1.995742
2.41,4,2.004312
1.87,5,2.017033
1.28,4,2.025268
1.95,4,2.033233
0.97,3,2.034966
1.35,4,2.042161
2.91,5,2.057267
1.98,4,2.064538
2.6,5,2.073968
1.82,4,2.081591
2.37,5,2.090039
2.46,5,2.100865
3.16,6,2.117096
1.71,4,2.125394
3.28,5,2.135992
0.78,3,2.143212
1.59,3,2.150113
1.92,5,2.157399
1.42,3,2.164278
2.42,4,2.173483
2.74,4,2.18217
0.78,4,2.189315
0.33,4,2.197393
1.09,4,2.204991
2.03,5,2.21445
0.93,3,2.222194
2.67,5,2.230473
3.74,6,2.240896
0.88,4,2.24894
1.19,3,2.255485
2.87,6,2.269308
3.12,5,2.280474
4.54,7,2.296598
2.49,6,2.305324
2.3,7,2.318782
2.01,4,2.326866
1.11,3,2.333986
2.21,5,2.34373
1.49,3,2.350319
2.81,5,2.357786
2.68,6,2.365797
1.49,3,2.372627
1.37,4,2.380623
1.51,4,2.388058
2.22,5,2.396863
3.06,6,2.411624
0.65,4,2.419006
2.83,6,2.429346
3.24,5,2.444751
3.21,5,2.453808
2.29,4,2.461729
2.64,6,2.47147
2.21,6,2.485508
2.47,4,2.491104
2.53,5,2.498043
2.19,5,2.506754
1.78,4,2.513824
1.9,5,2.529572
1.6,6,2.536712
0.37,3,2.543913
0.42,5,2.550331
2.8,5,2.55717
2.05,4,2.564349
2.63,5,2.578732
2.43,5,2.586443
2.38,4,2.593788
2.17,6,2.600897
0.41,3,2.608382
1.87,4,2.61885
0.78,4,2.625844
0.0,3,2.633051
1.81,4,2.642135
1.35,4,2.649273
2.14,4,2.657069
1.9,4,2.665679
2.58,5,2.673721
2.07,4,2.680337
3.44,5,2.690341
2.12,6,2.702567
1.49,4,2.709712
1.44,4,2.717322
1.64,4,2.725973
2.63,5,2.735129
2.55,5,2.745035
3.41,5,2.758444
1.99,4,2.76528
3.38,6,2.775091
0.92,4,2.782665
3.21,5,2.791322
2.15,5,2.804284
1.6,4,2.812174
1.44,4,2.818964
1.13,3,2.820068
2.15,5,2.832497
2.28,4,2.84273
2.69,4,2.851619
2.81,5,2.864884
3.69,6,2.881544
1.22,4,2.888312
2.79,5,2.922714
2.63,5,2.942634
2.22,5,3.035296
2.87,5,3.044239
2.78,7,3.055009
2.64,6,3.067734
1.73,4,3.0749
1.49,4,3.08271
1.69,4,3.089154
2.83,5,3.096793
3.49,6,3.105223
2.23,4,3.111611
1.85,3,3.117626
3.3,7,3.129875
1.01,4,3.136503
2.96,5,3.14521
2.17,5,3.152048
1.89,4,3.158773
3.21,6,3.173467
1.27,3,3.179931
1.52,5,3.186424
2.13,5,3.193931
2.47,4,3.201322
2.54,5,3.209644
1.89,5,3.221067
4.03,6,3.229213
2.47,4,3.236268
1.99,4,3.242546
3.69,6,3.256925
1.05,3,3.258312
3.29,6,3.272028
2.48,5,3.280075
2.37,5,3.287432
1.54,5,3.298915
2.27,5,3.306052
3.96,8,3.321154
2.05,4,3.328536
2.94,7,3.342143
3.1,7,3.352299
2.11,5,3.366878
1.45,5,3.376339
1.71,3,3.382465
2.79,5,3.392334
2.91,5,3.401781
2.54,5,3.411214
1.71,5,3.425115
0.91,3,3.426072
2.41,5,3.43948
1.27,3,3.441735
2.62,5,3.456579
3.03,5,3.465901
2.84,5,3.474188
2.36,4,3.481861
1.85,4,3.48958
1.22,4,3.497458
1.05,3,3.503837
3.15,5,3.512823
4.28,6,3.528364
0.9,3,3.531858
2.1,5,3.543376
5.65,8,3.560637
2.99,5,3.586646
3.41,6,3.595472
2.15,4,3.604253
2.77,5,3.617029
2.54,7,3.625948
2.26,4,3.632903
1.91,4,3.639937
2.43,5,3.651604
2.53,5,3.659081
2.48,7,3.672881
2.05,5,3.680095
1.5,4,3.686433
3.04,5,3.694484
3.45,5,3.703002
2.46,5,3.716707
2.91,5,3.725629
2.74,5,3.734037
3.11,5,3.740689
2.54,5,3.754205
3.34,5,3.764655
3.65,6,3.77458
3.34,5,3.789768
1.79,5,3.797561
3.29,6,3.806496
2.26,4,3.813564
2.97,6,3.827941
3.88,7,3.842997
1.49,4,3.851143
1.09,3,3.852093
1.13,4,3.860706
2.16,5,3.874104
1.32,4,3.882301
2.91,5,3.892016
4.0,6,3.90403
3.0,6,3.919236
3.63,6,3.930757
3.22,5,3.945433
2.71,4,3.953584
1.71,5,3.961953
3.26,6,3.971318
2.23,5,3.985407
4.71,7,3.996789
1.71,4,4.003994
2.99,8,4.02087
2.12,5,4.035382
2.27,5,4.041155
2.11,5,4.047157
4.22,7,4.061817
2.71,7,4.075841
4.68,8,4.092275
5.16,8,4.108686
4.15,6,4.119264
1.19,3,4.126416
3.11,6,4.135402
2.07,6,4.149315
4.02,6,4.159703
1.11,4,4.168447
1.35,4,4.175459
2.16,5,4.190651
5.04,8,4.20883
4.03,8,4.225025
3.13,7,4.235032
1.02,4,4.242579
4.37,8,4.261176
5.03,8,4.279925
2.96,6,4.295095
1.67,4,4.30183
4.13,5,4.312477
1.48,4,4.320361
3.51,7,4.337622
3.2,5,4.347086
4.53,7,4.366174
3.85,6,4.375798
3.98,6,4.392179
1.24,4,4.399681
2.15,5,4.406833
1.94,4,4.415499
5.61,8,4.432473
4.43,6,4.446779
4.3,6,4.458002
2.82,5,4.467968
4.65,7,4.483631
2.24,5,4.49185
3.95,6,4.507438
1.75,4,4.514435
4.24,6,4.524249
2.54,5,4.536212
4.38,6,4.545419
4.09,8,4.55955
2.73,4,4.567295
2.26,4,4.575171
4.06,6,4.588857
1.78,4,4.597063
2.09,6,4.60476
3.6,5,4.614362
2.54,5,4.627149
4.04,7,4.637763
2.96,5,4.649685
3.5,6,4.659054
3.16,5,4.66783
2.27,4,4.675624
2.37,7,4.689293
4.03,5,4.697698
2.24,6,4.711542
3.92,7,4.726752
1.15,4,4.734085
2.7,5,4.742866
3.09,5,4.753759
0.86,4,4.76175
3.9,6,4.77844
2.6,4,4.786581
1.72,3,4.788906
2.9,5,4.803291
1.27,4,4.810825
4.47,6,4.820874
3.49,5,4.83017
2.61,5,4.843117
3.67,5,4.853408
1.61,5,4.863413
3.64,5,4.873705
2.94,5,4.888102
3.26,5,4.896411
2.21,6,4.904891
4.1,6,4.919
1.26,4,4.92735
1.62,4,4.936149
2.59,5,4.944952
3.64,5,4.955208
2.53,4,4.964786
1.45,4,4.973685
3.64,5,4.98793
1.11,5,4.997169
1.72,5,5.005724
1.9,4,5.014431
1.05,4,5.021612
3.12,5,5.032349
3.8,6,5.047812
2.64,5,5.054825
4.6,7,5.069467
2.28,5,5.078435
3.03,5,5.086859
1.8,4,5.094145
2.94,5,5.108233
3.06,6,5.117536
3.39,5,5.126049
3.61,6,5.141124
3.71,6,5.150952
3.63,5,5.167945
3.13,5,5.177664
3.12,7,5.191316
2.41,5,5.200019
1.98,4,5.208509
3.81,6,5.217422
2.65,4,5.226196
3.03,5,5.241976
2.76,5,5.251295
0.99,2,5.253188
0.99,2,5.260932
0.99,2,5.262949
1.28,3,5.271265
1.81,4,5.279845
1.44,4,5.288336
0.99,2,5.296222
1.95,4,5.305408
0.99,2,5.307716
2.56,6,5.320779
0.99,2,5.323051
0.99,2,5.331503
2.01,4,5.340903
3.53,6,5.352411
1.97,4,5.360999
2.74,5,5.369214
2.86,7,5.385015
3.31,5,5.395096
2.13,4,5.402945
2.43,5,5.41506
2.06,5,5.424185
4.1,6,5.434604
2.71,4,5.442816
2.35,4,5.4515
2.85,5,5.467085
4.47,7,5.478133
1.91,4,5.485721
3.17,5,5.501816
1.94,4,5.508205
2.93,5,5.518289
3.42,5,5.528715
4.62,6,5.544907
0.98,3,5.546842
1.81,4,5.554881
2.13,4,5.563811
3.64,6,5.578088
2.8,5,5.586799
1.82,3,5.593458
1.94,4,5.599991
3.4,6,5.609189
3.7,5,5.624001
3.65,6,5.633037
2.76,4,5.641691
2.6,4,5.649855
2.85,6,5.66548
2.86,5,5.67454
2.31,4,5.682504
3.68,5,5.692158
3.68,5,5.701131
3.87,6,5.715934
1.29,4,5.723266
3.9,6,5.733482
3.58,5,5.74806
4.63,7,5.758919
2.77,5,5.77444
4.65,7,5.787161
1.97,4,5.795744
2.88,5,5.812653
3.76,5,5.824487
1.93,3,5.833342
5.1,8,5.851397
4.29,6,5.861885
2.66,4,5.871744
2.45,5,5.880938
1.58,4,5.889621
0.85,4,5.896571
1.02,3,5.903432
1.03,3,5.911456
2.56,4,5.919733
2.41,4,5.92956
1.45,3,5.938548
1.37,4,5.947745
1.6,4,5.956651
1.73,4,5.966465
1.2,3,5.967688
2.33,4,5.977412
2.51,4,5.986212
1.72,3,5.994956
1.67,3,6.003921
1.72,3,6.013853
1.52,4,6.02147
0.96,3,6.023689
1.59,3,6.030105
1.4,4,6.039626
1.72,3,6.0485
1.72,3,6.057153
1.72,3,6.06015
1.45,3,6.069068
2.66,4,6.078107
2.7,4,6.087677
0.8,3,6.095846
1.72,3,6.104755
1.07,3,6.107368
0.86,3,6.11559
2.47,4,6.124121
1.72,3,6.134697
1.72,3,6.142577
1.57,3,6.144977
