#{"t_start": 1774854731.5740218, "env_id": "None"}
r,l,t
0.99,4,0.011326
1.6,5,0.012747
1.75,5,0.01406
2.13,7,0.015918
2.05,6,0.017885
1.88,3,0.018595
1.44,3,0.019392
2.72,5,0.020595
4.35,8,0.022673
0.84,4,0.023846
1.47,5,0.025037
0.92,3,0.025976
2.81,5,0.027448
3.47,6,0.028956
1.43,5,0.030023
4.34,7,0.031738
1.72,4,0.033067
1.93,6,0.034697
2.46,6,0.036505
3.17,7,0.038184
2.2,6,0.056403
1.99,6,0.063816
2.21,6,0.079566
1.6,4,0.087618
2.33,6,0.09792
2.39,5,0.113728
1.55,5,0.123357
2.34,6,0.132173
1.68,3,0.140616
2.33,5,0.15096
1.43,4,0.159079
0.63,4,0.168392
1.92,6,0.183967
1.63,4,0.192346
3.62,8,0.210059
1.11,3,0.217767
1.38,5,0.226624
0.77,4,0.235164
1.4,4,0.244827
1.05,4,0.254644
1.61,5,0.26578
2.63,6,0.279217
3.69,7,0.287367
2.19,5,0.307784
0.99,4,0.316096
0.98,3,0.317466
2.4,6,0.333295
2.63,4,0.341168
1.21,4,0.349653
1.55,4,0.358597
1.2,4,0.36732
1.95,5,0.376356
1.37,3,0.386013
2.66,6,0.394977
1.77,5,0.410205
2.35,5,0.419729
1.73,5,0.428835
2.58,6,0.444818
1.65,4,0.453276
1.25,5,0.461914
1.6,4,0.470891
1.38,3,0.482946
2.35,5,0.492102
2.02,5,0.501415
1.1,4,0.508954
4.26,9,0.524561
2.18,4,0.532714
1.97,4,0.54018
1.74,4,0.549672
0.74,4,0.558529
1.77,4,0.56686
0.71,5,0.582315
2.2,4,0.590289
2.31,4,0.59974
1.8,4,0.60858
1.51,4,0.620007
0.98,3,0.622393
2.86,5,0.638559
0.93,3,0.639962
1.85,5,0.691226
2.25,5,0.699848
1.42,4,0.707183
2.0,4,0.71477
2.52,6,0.722658
1.73,3,0.731393
1.76,3,0.740406
2.82,7,0.757849
1.34,4,0.766338
2.14,6,0.7757
2.16,6,0.79279
1.61,4,0.80161
2.44,4,0.811478
2.87,6,0.820674
2.29,4,0.829721
1.55,4,0.837831
2.03,5,0.847514
1.76,4,0.856436
0.06,3,0.864663
1.96,6,0.88094
0.98,3,0.883277
1.74,5,0.899294
2.81,5,0.908115
2.27,6,0.916554
2.36,5,0.931338
0.65,3,0.932802
3.26,7,0.949359
0.72,4,0.958891
1.09,3,0.967086
1.55,3,0.976465
1.25,4,0.985181
1.02,4,0.993592
0.65,3,0.994819
1.85,5,1.010009
1.92,3,1.012234
2.26,4,1.020249
1.87,4,1.029185
0.9,3,1.037827
1.46,5,1.047314
4.28,7,1.065437
2.21,4,1.073479
0.47,4,1.083569
3.66,7,1.100358
3.27,4,1.109563
1.79,5,1.118185
1.49,3,1.126548
1.37,5,1.135093
5.94,9,1.152823
1.84,4,1.161831
1.82,4,1.170283
2.24,5,1.187076
1.45,3,1.18832
1.54,4,1.196994
1.71,5,1.213142
2.22,6,1.223274
1.82,5,1.232251
2.11,5,1.248416
1.8,5,1.258113
2.52,5,1.268348
0.65,3,1.276379
1.65,6,1.287491
2.01,4,1.297422
2.78,5,1.315943
2.39,6,1.325056
1.62,4,1.334377
3.09,7,1.352557
1.62,4,1.361739
2.45,6,1.373299
2.0,5,1.389235
0.71,3,1.390715
2.32,5,1.406859
0.55,4,1.414844
2.53,5,1.423604
1.27,4,1.432384
3.08,5,1.442753
3.14,6,1.459957
3.74,5,1.470871
0.88,4,1.48064
2.89,7,1.499244
2.25,4,1.508708
1.05,3,1.510145
2.48,5,1.525987
2.67,5,1.536077
2.62,5,1.54546
2.65,6,1.567797
2.34,4,1.577076
1.74,5,1.587636
4.02,7,1.604975
2.06,5,1.615925
0.84,3,1.625695
2.11,7,1.635665
2.09,5,1.657024
3.74,7,1.667526
2.24,4,1.677063
0.68,3,1.685006
2.8,6,1.702597
2.2,6,1.71431
2.22,5,1.725076
1.76,6,1.747021
1.51,4,1.76226
2.16,5,1.774689
2.09,5,1.786096
1.55,4,1.793632
2.96,5,1.807986
4.63,8,1.822448
1.92,5,1.829829
1.58,5,1.837444
2.54,5,1.847123
1.32,6,1.860053
3.46,6,1.870332
0.87,3,1.876928
5.66,8,1.89588
1.48,4,1.904211
2.98,6,1.923412
3.89,6,1.935197
3.61,6,1.955288
1.5,3,1.957069
3.29,5,1.972276
4.19,8,1.98736
2.65,5,1.995155
0.64,4,2.001812
3.16,6,2.012278
1.41,3,2.02177
3.12,6,2.040502
4.51,7,2.053699
2.81,4,2.062937
1.76,5,2.081227
0.6,3,2.082626
5.12,8,2.105128
4.82,9,2.134165
3.23,5,2.144681
3.18,8,2.161526
2.64,7,2.178536
3.31,6,2.189752
1.36,4,2.197895
2.27,5,2.207095
3.97,6,2.221432
3.3,5,2.229985
5.46,8,2.246532
1.56,6,2.264411
4.75,8,2.283226
2.61,5,2.296251
3.59,5,2.305626
1.26,3,2.313172
2.31,5,2.322907
4.22,7,2.340997
1.94,4,2.349058
1.37,3,2.357245
4.27,8,2.376617
3.34,6,2.385416
4.63,8,2.406317
1.28,4,2.415461
4.27,7,2.43291
2.82,6,2.44458
2.19,6,2.462667
2.56,5,2.474275
7.12,11,2.501567
1.75,3,2.50855
1.18,4,2.515113
4.7,8,2.535999
1.9,4,2.548489
1.85,5,2.560262
0.59,4,2.57252
6.72,11,2.605705
1.6,5,2.614355
3.24,7,2.632307
1.76,4,2.638617
1.81,4,2.645804
2.43,6,2.654136
2.49,4,2.663374
5.22,8,2.685388
2.86,5,2.730379
3.87,6,2.781715
1.9,4,2.793659
1.71,4,2.802293
2.68,4,2.811104
4.26,7,2.825355
2.3,5,2.833577
1.34,3,2.841331
1.7,4,2.849494
2.34,4,2.859197
3.1,6,2.868691
2.49,6,2.883116
2.03,4,2.890811
3.39,5,2.903099
2.35,4,2.913965
4.44,6,2.925042
4.32,8,2.943581
1.7,4,2.951349
3.6,6,2.970012
4.19,7,2.986943
2.86,5,2.996917
2.56,5,3.006663
1.06,5,3.015213
3.8,6,3.03139
3.5,7,3.048207
3.49,6,3.058664
2.3,5,3.069579
1.2,3,3.077626
2.82,6,3.09349
1.86,4,3.101327
5.17,8,3.120756
1.3,4,3.128116
3.8,6,3.138762
4.3,7,3.156207
2.61,5,3.166924
1.68,4,3.175733
0.81,4,3.184149
6.46,9,3.205702
4.11,8,3.223678
3.65,5,3.236295
2.14,5,3.246034
2.26,6,3.253868
1.31,4,3.261063
2.15,5,3.282924
5.18,7,3.295286
2.56,6,3.310747
4.37,7,3.329728
3.86,7,3.339552
7.7,11,3.370411
7.44,12,3.397525
4.68,8,3.415895
4.56,7,3.433827
3.69,6,3.445876
3.31,6,3.464911
3.81,6,3.477216
3.95,7,3.515555
2.72,5,3.524321
2.96,6,3.54098
5.95,8,3.561109
2.76,5,3.571576
3.13,6,3.592788
6.3,10,3.620444
2.98,6,3.639017
1.71,4,3.649068
2.14,4,3.658759
2.22,6,3.670178
1.62,4,3.681394
4.96,7,3.706911
1.59,5,3.718079
2.41,5,3.729333
2.08,5,3.747752
0.91,5,3.757089
2.48,4,3.768254
4.17,6,3.780225
2.48,4,3.790868
1.93,4,3.80013
3.29,6,3.816965
4.43,9,3.836669
2.4,5,3.846713
2.79,6,3.863892
4.81,8,3.885794
3.62,5,3.895857
3.43,6,3.915573
2.69,5,3.929587
1.99,4,3.938265
3.11,6,3.949264
2.1,4,3.96128
3.61,6,3.976233
7.02,11,4.005311
5.95,8,4.023864
8.66,11,4.047047
2.73,6,4.065399
2.94,5,4.076172
1.9,5,4.084592
5.39,11,4.113701
6.84,12,4.143036
6.83,9,4.163477
1.22,4,4.172425
5.38,9,4.199816
5.15,8,4.221456
2.32,6,4.232635
7.54,11,4.261906
2.79,6,4.271954
2.4,5,4.287
5.4,9,4.305265
1.53,4,4.314495
5.01,9,4.334566
2.68,5,4.345813
2.53,4,4.356118
5.47,7,4.377068
3.72,6,4.39472
3.01,6,4.406465
4.8,8,4.42586
4.85,7,4.446423
4.74,8,4.46476
7.29,11,4.490907
2.96,5,4.501511
1.46,5,4.509615
1.58,5,4.517651
3.91,7,4.534
5.04,9,4.552766
1.46,4,4.580813
2.05,5,4.595296
3.74,7,4.60338
6.67,9,4.629084
5.51,8,4.649448
9.38,13,4.681149
2.51,7,4.697792
3.44,6,4.710164
3.51,5,4.72155
6.73,9,4.748573
1.8,4,4.757762
1.75,4,4.765898
1.95,4,4.775379
0.91,2,4.77853
2.16,5,4.788395
2.23,4,4.79796
1.85,3,4.808527
2.78,6,4.82438
0.91,2,4.827136
0.91,2,4.835936
0.91,2,4.83868
2.08,4,4.84867
0.91,2,4.862097
1.76,4,4.872689
1.61,5,4.881467
4.73,8,4.89765
3.81,7,4.915144
11.04,15,4.943188
9.35,11,4.978324
7.79,11,5.008751
3.8,7,5.027143
3.33,6,5.038182
3.72,6,5.055762
2.7,8,5.072557
3.02,6,5.082224
1.69,3,5.08973
2.88,6,5.100179
4.23,7,5.120587
2.5,6,5.136836
1.75,4,5.146233
3.51,6,5.155779
3.18,6,5.172715
2.72,5,5.183076
1.67,4,5.192383
4.5,6,5.204548
1.81,5,5.225693
3.1,6,5.237655
2.63,5,5.248019
6.4,8,5.271135
4.96,8,5.29252
5.25,8,5.312319
2.28,4,5.322297
3.72,7,5.340818
4.43,7,5.359304
4.84,9,5.380777
1.36,3,5.388695
2.33,5,5.398597
5.29,7,5.417314
1.36,4,5.425747
8.32,11,5.456614
5.48,9,5.479313
4.04,7,5.49832
5.19,7,5.511672
4.35,7,5.530599
10.78,14,5.570867
5.81,8,5.591627
1.57,3,5.592724
1.97,4,5.601726
9.55,12,5.633396
5.64,9,5.6602
5.77,8,5.681022
2.62,4,5.690301
9.95,12,5.722658
4.48,8,5.74205
7.9,10,5.771904
10.33,12,5.80446
2.17,4,5.814322
5.69,7,5.836451
4.71,8,5.85584
7.52,11,5.884997
3.47,6,5.896326
5.34,7,5.91436
4.82,7,5.932196
6.54,9,5.95366
6.96,12,5.98367
7.73,12,6.01391
1.76,4,6.022824
4.16,6,6.035418
4.41,8,6.054201
6.81,10,6.082852
3.31,7,6.099831
3.28,6,6.110309
4.2,6,6.130232
6.15,10,6.151618
5.94,9,6.171558
4.71,7,6.192296
6.72,9,6.214009
3.11,6,6.231936
4.6,7,6.25147
6.47,8,6.271703
6.68,10,6.294243
4.78,7,6.314321
4.51,8,6.334475
5.77,8,6.353967
9.21,12,6.465275
7.74,10,6.489408
9.48,12,6.522688
9.02,11,6.555762
9.7,13,6.589924
7.7,11,6.619622
6.18,9,6.644341
10.69,14,6.685287
9.5,13,6.716624
7.32,11,6.746669
10.96,15,6.788965
9.59,12,6.819297
7.25,10,6.842147
5.02,9,6.8621
3.73,5,6.881105
1.16,3,6.884073
6.88,10,6.912266
13.75,17,6.953733
8.16,11,7.111195
3.92,6,7.126387
9.31,13,7.174908
4.37,7,7.18651
7.62,11,7.217106
10.49,14,7.256187
2.14,4,7.262597
5.2,7,7.272266
2.93,7,7.289017
2.19,7,7.300929
9.83,12,7.326409
7.28,11,7.348886
6.64,9,7.370271
5.54,9,7.391909
2.83,4,7.402966
1.63,4,7.412754
5.67,8,7.43452
6.97,10,7.466139
4.95,8,7.488029
11.16,14,7.5243
3.07,6,7.544456
7.11,10,7.571448
2.7,5,7.583082
5.45,7,7.604078
11.73,15,7.646828
4.57,8,7.66715
8.73,11,7.699682
5.92,9,7.721889
12.35,14,7.766756
3.39,6,7.859296
6.3,8,7.985659
4.86,8,8.092623
5.68,8,8.205055
3.45,6,8.266028
9.6,13,8.790647
2.05,4,8.853858
4.0,7,8.928658
8.23,11,9.154597
6.16,9,9.321396
6.91,10,9.604298
9.55,12,9.825908
8.8,12,10.046758
5.48,10,10.17715
10.33,14,10.514736
10.79,13,10.675672
10.24,12,10.876627
5.24,8,11.128079
6.99,9,11.770173
9.09,11,12.030742
3.05,5,12.088872
11.93,15,12.381406
4.28,7,12.442256
9.16,12,12.469581
7.03,10,12.486081
4.81,8,12.502886
9.15,11,12.529619
8.8,12,12.55533
8.65,10,12.581253
7.93,10,12.600454
1.64,5,12.610477
1.03,3,12.618251
6.87,9,12.637981
6.46,9,12.667731
6.54,10,12.690081
5.54,7,12.70863
8.84,11,12.73524
11.22,13,12.764511
5.04,7,12.78755
9.79,12,12.84729
10.99,14,12.931275
10.38,12,12.959068
9.12,11,12.990304
10.26,13,13.020775
10.76,13,13.047784
8.76,12,13.073559
2.98,6,13.088084
10.09,12,13.1151
10.2,12,13.145023
6.91,9,13.166208
10.82,14,13.204946
5.77,8,13.222081
5.3,8,13.239981
16.9,20,13.291389
10.02,13,13.321406
8.64,13,13.351022
4.9,8,13.367269
9.38,12,13.3959
8.68,10,13.424045
6.56,8,13.445382
2.12,4,13.454553
5.29,7,13.469764
4.57,6,13.489156
5.04,7,13.508121
2.76,5,13.516417
5.99,8,13.539931
3.17,5,13.550373
3.92,6,13.567937
1.44,5,13.578125
2.35,4,13.586834
6.52,7,13.60455
14.99,17,13.643409
2.34,4,13.652562
1.07,3,13.660536
4.15,6,13.670527
1.98,3,13.679936
1.7,4,13.688077
1.95,3,13.696513
4.16,6,13.707032
1.22,3,13.715794
3.92,5,13.72793
2.95,4,13.738347
1.96,3,13.74784
1.98,3,13.757066
4.89,6,13.771283
10.71,12,13.802989
10.71,12,13.830608
2.86,4,13.839461
8.96,10,13.863765
4.89,6,13.873108
5.23,7,13.886575
6.67,9,13.900026
9.26,12,13.922569
6.38,9,13.939239
11.86,16,14.0013
8.41,10,14.024598
6.1,9,14.04279
7.12,10,14.067593
9.63,12,14.095925
9.4,11,14.113626
8.4,11,14.140431
8.96,11,14.167901
9.77,12,14.195257
10.58,13,14.222357
10.03,12,14.251468
9.65,12,14.278781
12.57,14,14.316495
12.68,15,14.348438
9.4,11,14.378247
9.28,11,14.404977
8.73,10,14.4272
8.1,12,14.456209
4.23,7,14.473779
12.36,15,14.511204
9.69,11,14.539867
13.14,16,14.573962
7.83,10,14.594223
9.35,12,14.620205
7.95,11,14.648055
5.46,9,14.667675
9.22,12,14.695476
7.83,10,14.72177
7.83,10,14.743971
7.83,10,14.772516
12.35,14,14.803754
2.95,4,14.812074
4.89,6,14.828459
1.98,3,14.832093
1.58,3,14.840959
1.07,3,14.848445
1.98,3,14.861559
2.42,4,14.869842
1.98,3,14.872488
1.98,3,14.881041
1.98,3,14.889634
1.98,3,14.897699
5.74,7,14.907441
10.93,13,14.934727
6.47,8,14.953326
10.25,12,14.982494
9.66,12,15.007271
6.88,10,15.025119
8.96,11,15.050505
10.88,13,15.077063
13.51,16,15.113908
9.3,11,15.143852
9.12,11,15.171077
17.9,20,15.216214
11.61,13,15.242735
10.72,13,15.269099
12.58,16,15.301455
10.29,12,15.327708
10.53,12,15.35532
5.03,7,15.370224
7.77,9,15.388626
11.58,15,15.419951
10.65,12,15.450224
11.08,14,15.4838
12.03,14,15.519852
11.28,13,15.549973
13.44,16,15.589983
9.69,11,15.616769
8.73,10,15.638937
9.57,12,15.669312
12.06,14,15.706906
8.4,11,15.73334
7.04,9,15.754634
7.04,9,15.777008
7.04,9,15.796667
15.73,18,15.840559
4.25,6,15.853382
4.25,6,15.870656
4.25,6,15.881938
4.25,6,15.89774
4.25,6,15.909067
12.78,15,15.942596
9.76,12,15.969421
9.11,11,15.994393
8.73,10,16.013719
9.34,12,16.040686
8.73,10,16.064618
10.28,13,16.092614
8.73,10,16.114808
9.93,12,16.135808
15.45,17,16.17244
13.49,15,16.208419
15.33,17,16.240259
9.6,11,16.263686
7.35,9,16.281705
6.91,9,16.297352
10.6,11,16.319775
6.73,8,16.334554
14.33,16,16.363758
12.05,14,16.384759
9.69,11,16.404832
8.73,10,16.422834
8.73,10,16.439691
10.21,12,16.52581
11.62,14,16.561898
14.49,16,16.593589
6.72,8,16.609605
5.39,7,16.618835
6.72,8,16.636157
10.6,11,16.660968
12.19,14,16.693174
13.53,15,16.723704
11.62,14,16.757619
10.65,12,16.783566
13.53,15,16.820933
14.5,16,16.860074
12.7,15,16.889836
14.73,17,16.932515
15.29,17,16.967268
11.24,13,16.98813
9.25,11,17.006512
8.73,10,17.019521
8.73,10,17.042134
10.54,13,17.062986
13.53,15,17.087787
11.42,13,17.113216
13.22,15,17.149209
12.53,14,17.178656
11.49,13,17.214025
13.37,15,17.242612
14.3,17,17.286696
6.49,8,17.305575
5.52,7,17.317538
5.52,7,17.334633
12.97,15,17.371014
11.3,14,17.397326
11.18,14,17.432966
11.98,14,17.461144
12.57,14,17.494308
12.55,15,17.526521
11.61,13,17.555022
10.65,12,17.582361
10.91,13,17.607835
11.53,14,17.641692
11.81,14,17.670834
11.96,14,17.70589
3.43,5,17.715414
3.72,5,17.723276
6.37,8,17.738759
5.47,7,17.754153
16.08,18,17.7934
12.57,14,17.830377
10.65,12,17.85796
8.73,10,17.873684
9.14,11,17.897527
10.65,12,17.923627
11.79,15,17.955661
14.49,16,17.986784
9.61,11,18.007191
