#{"t_start": 1774926044.216579, "env_id": "None"}
r,l,t
1.28,6,0.022233
2.36,6,0.031453
1.27,4,0.037374
1.73,4,0.043174
0.87,3,0.047533
1.4,5,0.055085
1.9,5,0.063382
2.43,5,0.071905
0.87,3,0.07712
1.92,3,0.083026
2.16,6,0.094336
2.37,7,0.106564
0.9,4,0.113661
2.03,4,0.121853
0.72,4,0.12962
1.73,4,0.137975
4.01,6,0.149637
0.4,3,0.154966
1.3,5,0.162938
2.55,5,0.170955
0.35,3,0.176008
2.92,7,0.184222
3.37,7,0.191298
0.74,3,0.19532
1.08,4,0.199195
0.67,4,0.202918
2.52,6,0.210119
1.01,4,0.218345
0.73,3,0.223291
2.12,5,0.230268
2.11,5,0.23886
1.04,4,0.245186
1.63,5,0.251058
1.01,5,0.259513
0.53,5,0.268872
1.15,4,0.27607
4.71,8,0.288968
2.73,4,0.299472
2.21,5,0.31053
4.39,8,0.396503
2.01,5,0.448036
1.91,3,0.460191
0.95,3,0.465195
2.38,5,0.490547
3.47,7,0.505517
3.39,6,0.517978
0.61,3,0.52458
1.51,4,0.532234
2.04,5,0.541504
2.32,6,0.553462
2.3,5,0.56374
0.23,3,0.569137
1.61,5,0.579138
1.84,4,0.587025
1.54,4,0.594532
1.69,4,0.602281
2.73,5,0.61189
2.2,4,0.619406
1.41,6,0.630446
1.42,5,0.63938
1.47,4,0.647193
2.28,5,0.656677
1.96,4,0.66522
0.58,3,0.671484
0.49,3,0.677957
0.14,3,0.683661
2.63,6,0.696162
0.86,4,0.703862
1.74,4,0.712654
3.56,7,0.726302
0.97,5,0.735969
1.71,5,0.745063
1.21,5,0.754147
1.28,4,0.761402
2.42,4,0.76878
1.44,4,0.77622
2.96,5,0.785966
2.37,6,0.797924
2.94,6,0.810183
1.77,4,0.818156
1.08,5,0.829215
1.3,4,0.837165
1.75,6,0.848323
1.43,3,0.853935
0.73,4,0.861289
2.01,4,0.868438
1.35,3,0.873946
2.05,5,0.883775
1.35,4,0.892147
0.47,3,0.898494
2.03,5,0.908022
0.87,3,0.914238
0.54,3,0.919989
1.83,4,0.928098
1.86,4,0.935433
2.9,5,0.944576
2.26,5,0.954097
1.54,4,0.964345
1.58,4,0.972647
1.32,4,0.98091
3.01,6,0.99356
1.63,5,1.003554
0.97,5,1.012414
2.15,6,1.023086
0.81,3,1.029494
2.16,5,1.038553
1.91,5,1.047709
1.26,4,1.054993
0.93,4,1.062032
2.54,4,1.068846
2.43,5,1.076931
2.76,6,1.806783
1.49,4,1.814596
2.39,4,1.82172
1.97,5,1.830109
3.38,8,1.843138
3.29,6,1.852954
1.76,4,1.859582
2.41,4,1.866465
1.0,4,1.873516
1.76,3,1.879792
5.12,8,1.895384
2.53,5,1.905031
2.12,5,1.915026
1.16,4,1.922055
2.02,5,1.929203
1.55,4,1.935122
2.52,6,1.943271
2.34,4,1.947588
2.51,5,1.953365
2.53,6,1.962177
2.61,6,1.973435
1.07,4,1.981176
2.15,6,1.991439
1.72,4,1.998647
1.86,5,2.007332
0.17,3,2.013232
2.28,6,2.022421
2.14,4,2.027576
1.2,5,2.035565
3.27,7,2.043849
1.72,3,2.047862
3.57,6,2.056971
1.27,3,2.06084
3.27,5,2.067012
3.06,6,2.073796
1.33,5,2.081048
2.48,6,2.091374
2.43,5,2.098882
2.6,5,2.107026
1.47,4,2.113431
0.95,5,2.121409
1.6,4,2.126906
0.97,3,2.131692
0.3,4,2.138255
2.18,5,2.146906
3.26,7,2.156019
3.62,7,2.166974
1.28,3,2.171643
2.45,5,2.180776
1.71,4,2.186709
2.31,5,2.193974
1.64,4,2.200867
1.27,3,2.206136
2.29,5,2.215487
2.09,4,2.222958
0.96,5,2.232063
1.36,4,2.241042
2.48,4,2.248844
2.29,5,2.257418
0.9,4,2.265163
2.98,5,2.27449
1.94,5,2.284086
2.88,5,2.294694
1.85,5,2.305105
3.41,6,2.317181
0.64,3,2.322571
1.26,4,2.329196
3.47,6,2.337883
1.15,4,2.343591
1.48,4,2.347901
3.28,6,2.35495
0.83,3,2.358615
3.03,6,2.366805
1.28,5,2.372953
0.59,3,2.376704
2.36,6,2.383237
1.4,3,2.386405
2.02,4,2.391043
0.89,3,2.395702
3.11,5,2.405405
1.78,7,2.41588
1.27,3,2.420627
1.27,4,2.426397
1.15,5,2.433837
0.75,3,2.438742
1.51,5,2.445765
2.98,4,2.451664
3.25,5,2.460322
1.96,5,2.467543
2.38,7,2.478223
1.79,5,2.486121
0.82,3,2.491386
2.37,6,2.501914
2.26,4,2.508372
1.45,6,2.515752
1.38,4,2.52011
2.55,5,2.527725
0.83,3,2.533247
1.57,3,2.539182
1.06,4,2.546837
3.44,7,2.559208
1.86,6,2.56926
1.83,4,2.575545
1.85,5,2.582958
3.93,6,2.591609
1.33,4,2.596431
4.02,8,2.607432
0.56,3,2.61051
1.1,4,3.250407
2.43,5,3.259254
3.29,6,3.267435
3.08,8,3.286884
1.54,6,3.296702
1.8,3,3.30062
1.44,4,3.305056
0.91,3,3.308062
1.48,4,3.312538
0.96,3,3.315912
0.69,3,3.320004
1.63,5,3.326467
3.38,6,3.333936
1.72,4,3.339252
4.07,8,3.349956
2.33,6,3.357563
1.83,4,3.363418
1.85,6,3.370306
1.47,5,3.375684
3.26,8,3.38437
3.31,8,3.394294
2.09,4,3.399391
1.91,5,3.407084
4.84,8,3.420062
2.77,7,3.429492
0.7,4,3.435406
3.21,7,3.447128
1.92,3,3.451817
0.33,3,3.455688
1.35,4,3.461713
1.73,4,3.467807
2.42,5,3.475212
3.27,5,3.48246
3.2,6,3.490676
4.96,10,3.505176
0.96,5,3.51253
2.18,5,3.519085
1.94,4,3.524467
2.24,8,3.535263
2.98,7,3.546065
2.87,6,3.554901
0.95,3,3.559641
0.76,3,3.564341
0.61,3,3.569988
2.3,5,3.577695
2.01,4,3.583976
2.05,5,3.591492
1.92,5,3.598377
1.56,5,3.605576
2.3,7,3.616127
1.04,3,3.620527
2.7,5,3.627561
2.13,4,3.634001
2.0,4,3.640929
0.47,3,3.647489
2.25,4,3.654477
2.43,6,3.66234
2.8,7,3.671703
1.47,4,3.677264
4.01,8,3.687316
1.78,6,3.694909
2.35,5,3.700572
2.14,4,3.705637
2.51,6,3.712832
2.16,6,3.723342
1.8,5,3.731122
2.36,5,3.73858
1.64,5,3.746368
3.39,6,3.754784
1.96,4,3.760547
5.67,11,3.776487
2.87,6,3.786541
1.22,4,3.793818
2.93,5,3.803227
0.73,3,3.809193
2.26,7,3.822835
1.43,4,3.830194
2.48,6,3.841424
3.13,6,3.85355
2.55,4,3.861085
1.58,4,3.867877
2.23,5,3.874742
3.17,7,3.883579
4.09,7,3.891496
2.04,5,3.898236
1.72,4,3.903033
2.47,6,3.910619
1.79,4,3.91697
2.42,6,3.927119
2.13,5,3.934776
3.28,8,3.944143
3.18,6,3.951668
1.25,3,3.955047
4.5,9,3.967072
0.68,3,3.971863
2.47,7,3.983704
1.65,4,3.990165
2.3,5,3.998946
1.94,4,4.698528
2.07,6,4.706458
2.03,5,4.71172
2.71,6,4.720007
3.24,7,4.729257
5.35,10,4.739841
2.33,5,4.745052
2.5,6,4.751437
3.28,6,4.758268
1.96,4,4.762018
1.07,4,4.766019
1.26,3,4.768934
3.52,7,4.775402
1.96,5,4.779981
3.32,6,4.786044
3.03,6,4.79183
4.25,10,4.803071
0.12,3,4.806781
1.48,3,4.810594
5.78,10,4.825545
5.1,9,4.839625
3.81,7,4.849589
1.55,4,4.855355
2.53,6,4.862784
4.6,9,4.872869
3.49,8,4.881319
1.93,4,4.886202
1.69,5,4.891897
3.0,5,4.897309
2.13,5,4.903901
3.04,7,4.913246
2.52,6,4.920931
2.45,6,4.930172
1.87,4,4.93606
1.52,3,4.940228
1.96,4,4.944849
4.9,9,4.956889
3.43,7,4.968637
1.82,4,4.97489
3.69,7,4.984633
2.17,4,4.990439
1.34,4,4.996515
4.19,7,5.007615
4.39,10,5.021193
0.28,4,5.02749
2.33,5,5.034568
1.32,4,5.03957
2.78,6,5.048145
4.13,8,5.059526
2.44,6,5.068546
3.42,7,5.077612
2.43,7,5.088454
1.95,5,5.09695
2.56,6,5.108731
2.01,5,5.118913
2.84,6,5.130744
2.73,8,5.14391
1.53,3,5.148687
2.71,6,5.160146
3.59,8,5.175274
1.15,4,5.182575
2.14,5,5.188914
3.21,8,5.199936
2.4,5,5.207025
0.93,3,5.212047
2.2,5,5.217899
3.28,7,5.225036
3.17,7,5.231598
3.83,8,5.238891
2.42,6,5.244541
3.07,7,5.251472
3.58,6,5.257149
3.08,6,5.263212
2.36,5,5.269962
4.86,8,5.282303
2.13,6,5.294698
2.24,6,5.306058
1.39,4,5.314507
2.56,6,5.325419
2.15,7,5.386587
0.8,4,5.390957
1.2,4,5.397626
3.67,6,5.407367
3.32,7,5.420466
3.03,7,5.433362
1.89,3,5.437824
2.24,4,5.44414
2.54,5,5.45205
2.41,5,6.129925
3.4,7,6.142318
1.95,5,6.150995
2.25,7,6.163166
4.63,9,6.176341
3.85,6,6.185657
3.64,8,6.195732
5.63,10,6.209982
2.55,8,6.219965
0.97,3,6.22426
2.62,6,6.230944
3.51,6,6.237687
5.33,10,6.24994
5.01,8,6.261393
2.32,6,6.272146
0.67,3,6.278277
2.92,6,6.28807
2.29,6,6.297354
2.2,5,6.305904
4.29,8,6.318197
1.94,5,6.326435
2.71,6,6.336908
4.98,7,6.347583
1.69,5,6.354781
2.28,5,6.3606
1.07,3,6.364185
3.35,7,6.373513
2.06,5,6.38089
4.0,7,6.391495
3.2,8,6.40571
0.98,4,6.41386
2.26,5,6.423837
0.32,3,6.429456
2.74,6,6.439276
2.51,5,6.44732
2.43,5,6.454347
3.2,6,6.463374
