#{"t_start": 1774356178.4508164, "env_id": "None"}
r,l,t
1.27,4,0.032004
1.33,4,0.033006
3.68,8,0.033006
1.36,4,0.034005
0.79,3,0.034005
1.36,4,0.034005
1.9,5,0.035005
0.33,4,0.035005
2.14,5,0.035508
1.84,5,0.035508
1.99,4,0.036513
0.19,3,0.036513
1.44,3,0.036513
1.26,4,0.036513
3.19,6,0.037513
1.98,4,0.037513
1.51,4,0.038513
3.39,6,0.038513
2.23,5,0.038513
1.7,5,0.039513
0.71,3,0.039513
0.61,3,0.039513
1.65,5,0.040513
2.13,5,0.045513
1.31,3,0.049514
2.16,4,0.053514
0.15,3,0.054513
1.29,3,0.058513
1.08,3,0.061514
1.4,4,0.066514
0.98,3,0.071513
0.89,3,0.071513
1.71,6,0.079513
1.26,4,0.082514
2.02,7,0.090513
0.55,4,0.094513
2.83,6,0.098514
1.93,3,0.102514
0.79,4,0.106513
1.36,3,0.109514
2.53,6,0.114514
0.24,3,0.119514
1.56,4,0.123518
1.42,4,0.127518
1.42,5,0.132518
1.42,4,0.137028
1.88,4,0.141028
0.95,3,0.145029
0.57,4,0.149028
1.52,5,0.153028
1.4,5,0.157028
1.83,4,0.161028
1.34,3,0.164029
1.12,5,0.168029
2.14,5,0.175028
2.56,6,0.179029
0.75,3,0.183028
3.97,8,0.191029
1.74,5,0.195028
2.85,5,0.199028
1.61,4,0.203028
2.0,5,0.210029
0.96,4,0.214028
1.03,3,0.214028
1.87,6,0.222033
1.11,5,0.225033
0.24,3,0.229033
1.01,3,0.233033
1.32,4,0.237541
1.9,3,0.237541
2.76,6,0.244541
2.58,6,0.249541
1.12,3,0.253541
1.76,6,0.260541
2.94,6,0.264541
0.81,3,0.268542
1.57,3,0.272541
2.64,5,0.277541
0.87,4,0.281541
2.02,4,0.285542
0.28,3,0.289541
1.34,4,0.293541
0.99,4,0.296541
2.99,5,0.300542
1.41,4,0.304541
1.24,3,0.308541
0.9,3,0.308541
1.56,5,0.315541
0.69,3,0.316541
0.6,3,0.319542
1.23,4,0.323546
1.57,4,0.327546
1.66,3,0.331546
1.02,4,0.335051
4.75,9,0.343055
2.67,4,0.347055
2.22,5,0.351056
1.74,4,0.355055
0.86,3,0.359056
0.9,3,0.362056
0.59,4,0.367056
1.7,4,0.371056
6.04,10,0.379056
0.99,3,0.383055
1.9,4,0.387055
3.91,7,0.395056
1.16,5,0.400061
2.37,5,0.404056
1.51,5,0.412056
3.13,6,0.417055
1.47,5,0.421061
0.29,3,0.425061
0.73,4,0.429061
3.11,8,0.436572
1.46,4,0.440571
2.9,6,0.447571
6.1,9,0.456571
2.56,5,0.460576
1.97,6,0.468571
1.4,5,0.472571
1.54,5,0.476572
2.46,4,0.480571
0.92,4,0.484572
0.65,5,0.488571
1.21,4,0.492571
3.95,6,0.500571
2.88,7,0.507571
2.74,5,0.512571
4.43,7,0.520577
2.37,5,0.525739
2.95,7,0.53626
1.92,5,0.541257
1.94,5,0.546258
1.73,5,0.551262
2.21,4,0.555257
1.69,4,0.560258
1.07,3,0.565259
2.2,4,0.569259
1.14,4,0.573258
1.14,4,0.578258
2.09,6,0.586257
0.87,4,0.590258
3.1,6,0.595257
2.24,5,0.600257
1.48,5,0.607257
1.35,4,0.611258
0.19,2,0.611258
1.74,3,0.615257
1.83,5,0.619257
2.88,6,0.627264
1.17,5,0.631263
2.73,5,0.635768
1.39,3,0.638773
2.49,5,0.643773
1.69,4,0.646773
2.01,4,0.651773
1.38,5,0.655772
2.17,5,0.663773
1.67,3,0.663773
1.51,4,0.668773
0.99,4,0.672773
2.51,5,0.680773
3.3,5,0.685773
1.51,4,0.688773
5.69,9,0.697773
2.58,6,0.705773
1.41,4,0.709773
5.22,8,0.717773
1.33,4,0.721777
