#{"t_start": 1774927217.9073603, "env_id": "None"}
r,l,t
1.35,5,0.011554
2.69,6,0.013321
3.04,6,0.014962
2.51,7,0.016641
1.72,5,0.017991
0.92,3,0.018716
1.89,4,0.0197
2.3,5,0.020886
1.36,4,0.02212
1.08,3,0.022748
3.3,7,0.02448
2.04,5,0.025764
2.25,5,0.027269
1.6,4,0.028413
0.67,3,0.029272
1.43,3,0.030229
3.87,7,0.032166
2.88,5,0.033387
0.68,3,0.034133
3.84,7,0.035914
2.92,5,0.037465
0.48,3,0.044386
1.31,4,0.050756
2.91,5,0.057786
2.04,4,0.066541
0.26,3,0.072819
1.71,5,0.080191
0.77,3,0.087129
2.35,7,0.094556
2.23,5,0.109819
1.34,5,0.119544
2.7,7,0.135393
1.74,5,0.142197
0.86,3,0.148174
2.16,5,0.155166
2.53,5,0.162528
0.79,4,0.170202
2.46,6,0.184877
1.66,4,0.192441
1.49,3,0.193699
1.84,4,0.200518
0.45,3,0.207178
1.94,5,0.214503
1.19,4,0.22066
2.25,6,0.235602
0.73,3,0.243433
0.92,3,0.244514
0.73,4,0.252981
1.6,4,0.261587
1.74,5,0.276436
0.51,3,0.277416
1.98,4,0.285653
2.17,4,0.294118
2.34,4,0.302778
1.15,3,0.309946
2.39,5,0.318082
1.4,4,0.32581
0.72,3,0.33293
0.56,3,0.341179
1.35,4,0.348629
1.33,5,0.358531
1.52,4,0.366875
1.08,4,0.375485
2.34,5,0.384946
1.57,4,0.394521
2.09,4,0.402728
1.27,5,0.419071
2.18,5,0.429209
1.01,3,0.438937
0.8,3,0.440302
2.18,6,0.457015
2.39,5,0.464675
1.91,5,0.472479
2.71,6,0.487192
1.76,5,0.497014
1.64,6,0.514414
2.66,7,0.525471
1.23,4,0.533739
1.2,4,0.541975
0.56,3,0.5496
1.45,4,0.558145
0.93,3,0.565937
1.82,5,0.574448
0.68,3,0.5816
0.75,4,0.589459
1.19,4,0.598684
0.94,3,0.60659
0.68,3,0.607344
1.45,4,0.617379
1.93,4,0.626436
1.28,3,0.634601
1.66,4,0.643329
2.89,5,0.653305
1.02,3,0.662072
0.57,3,0.670815
3.24,6,0.679204
1.79,6,0.698781
2.2,5,0.708456
2.0,4,0.716715
3.02,6,0.733098
1.12,4,0.741898
1.05,4,0.749394
0.67,3,0.750354
0.86,4,0.758922
0.6,4,0.76705
1.78,5,0.782349
0.84,3,0.783613
0.37,3,0.789966
2.22,6,0.805315
0.83,4,0.812472
1.87,4,0.820928
1.75,5,0.829175
3.18,6,0.837965
1.66,3,0.845583
0.25,3,0.852937
1.95,4,0.862052
1.19,5,0.873146
1.63,3,0.881238
