#{"t_start": 1774944693.7669609, "env_id": "None"}
r,l,t
3.3,7,0.039447
1.98,4,0.04865
3.56,6,0.062706
4.47,8,0.080855
3.88,7,0.095527
3.53,9,0.118662
4.12,6,0.135845
2.94,6,0.14774
2.54,8,0.163089
4.43,11,0.182657
3.24,6,0.194044
3.62,9,0.21138
1.98,5,0.220565
1.14,5,0.229401
4.48,9,0.246966
2.77,6,0.257667
4.7,9,0.27243
3.65,7,0.285649
4.93,9,0.300814
4.54,7,0.311894
1.85,7,0.322857
4.49,9,0.335999
2.9,6,0.344791
5.75,9,0.359833
3.59,7,0.370976
4.07,10,0.387344
2.04,6,0.401299
1.85,5,0.410607
2.75,8,0.426339
3.98,9,0.446016
2.89,7,0.45973
2.01,4,0.467742
3.74,5,0.47758
3.94,9,0.494775
2.48,6,0.507246
3.78,8,0.526238
2.42,5,0.53598
4.44,9,0.552191
3.19,6,0.564682
1.51,6,0.579096
2.98,7,0.594594
5.22,9,0.612789
2.32,5,0.622437
1.55,7,0.636545
2.57,6,0.649246
4.43,9,0.665277
2.04,4,0.672168
8.18,11,0.690039
2.84,6,0.701205
3.51,7,0.713774
3.62,8,0.730439
3.37,7,0.743897
3.7,11,0.769765
2.21,3,0.776938
3.49,6,0.789085
5.2,9,0.80415
4.94,8,0.818866
6.49,13,0.844901
4.18,7,0.859157
2.73,5,0.871228
6.14,12,0.898493
7.66,14,0.933625
2.66,7,0.951544
3.93,9,0.974265
7.23,11,1.000996
3.56,7,1.018899
4.82,9,1.039935
2.75,7,1.054904
5.02,8,1.841078
5.49,11,1.863717
3.71,8,1.890175
2.8,7,1.907459
3.1,7,1.924685
6.88,12,1.952103
5.48,11,1.974228
3.41,8,1.992062
3.76,8,2.010628
2.44,7,2.023413
5.0,11,2.051911
4.56,11,2.075167
4.97,9,2.095255
7.67,11,2.123006
3.16,6,2.138013
3.4,7,2.15597
4.28,8,2.17737
2.89,7,2.190161
2.5,6,2.205112
1.18,6,2.22024
4.7,8,2.242052
3.44,7,2.260787
3.45,10,2.288621
2.5,8,2.310082
3.87,5,2.323401
1.06,4,2.333459
3.92,7,2.349459
2.77,5,2.360197
2.94,8,2.378692
2.29,7,2.394017
4.19,8,2.413883
5.17,10,2.435155
4.06,9,2.457629
2.4,6,2.473632
1.8,6,2.490566
2.74,7,2.511103
6.04,10,2.539044
1.34,4,2.550112
4.15,7,2.568468
3.66,13,2.60316
2.15,5,2.617612
5.02,8,2.639259
3.27,8,2.660545
4.41,7,2.677456
5.41,9,2.699288
3.62,7,2.718567
4.07,7,2.736698
6.08,10,2.758629
3.68,7,2.774251
4.48,10,2.791116
3.4,7,2.808147
5.47,10,2.830285
5.24,9,2.852456
2.25,6,2.86962
5.73,11,2.896268
4.58,7,2.913832
3.12,7,2.929963
3.79,7,2.946676
3.91,8,2.966942
3.97,7,2.983907
3.43,6,2.999983
4.37,6,3.014583
4.01,6,3.03003
3.75,9,3.048697
5.62,9,3.071268
3.02,8,4.055159
2.56,7,4.069694
3.55,8,4.083271
6.1,11,4.10717
4.39,10,4.127545
3.88,6,4.139395
7.0,12,4.159929
3.73,8,4.172538
2.74,8,4.188855
3.01,7,4.212116
4.27,7,4.23561
4.74,10,4.26737
5.41,9,4.333209
2.92,8,4.349221
4.17,8,4.362619
3.63,7,4.373277
4.78,8,4.385203
1.96,3,4.391801
7.41,14,4.414981
2.44,8,4.429149
2.38,6,4.441144
3.68,7,4.45384
4.48,8,4.467958
5.0,9,4.485635
4.19,11,4.506337
5.89,8,4.520651
2.65,6,4.53125
3.01,7,4.545676
3.78,10,4.567585
2.63,6,4.58121
2.77,5,4.593699
6.99,12,4.619922
2.47,5,4.631496
3.07,6,4.64492
5.29,9,4.664533
4.58,7,4.679448
3.21,6,4.691323
4.46,7,4.703476
5.1,9,4.717019
5.33,10,4.732255
5.37,9,4.746781
5.26,7,4.757571
3.74,8,4.769493
4.68,8,4.784057
3.17,7,4.800967
4.96,8,4.815191
3.62,8,4.830066
4.06,9,4.849476
4.06,7,4.862409
4.15,6,4.873173
3.07,7,4.885856
4.07,10,4.902392
4.68,10,4.923999
5.33,8,4.939456
4.07,6,4.950144
2.31,6,4.959595
5.69,10,4.974255
3.36,7,4.987189
4.32,10,5.005092
1.58,6,5.016193
