#{"t_start": 1774948617.1003978, "env_id": "None"}
r,l,t
2.22,6,0.033004
3.1,6,0.054193
2.94,6,0.100898
4.01,10,0.174339
3.22,7,0.213541
4.37,8,0.234847
4.76,9,0.279544
3.13,5,0.291773
3.2,4,0.299578
4.52,8,0.318197
5.57,12,0.375572
3.06,8,0.449812
3.71,5,0.462998
2.83,8,0.482667
5.1,7,0.50014
5.14,10,0.523642
3.63,7,0.538544
2.39,4,0.748683
4.88,8,0.764505
2.68,3,0.771796
3.67,7,0.789589
5.88,12,0.817478
2.51,6,0.832265
1.79,6,0.841922
4.4,8,0.856444
3.61,6,0.866132
5.9,12,0.88508
4.4,6,0.896176
2.73,7,0.912095
3.61,6,0.926547
2.8,5,0.938789
3.26,4,0.94836
2.78,6,0.962173
2.88,6,0.972634
3.0,7,0.98553
3.7,6,0.996591
2.59,4,1.005152
2.53,6,1.209074
2.85,5,1.222405
5.88,10,1.245981
2.51,5,1.257534
3.66,6,1.268789
2.52,7,1.283373
2.75,6,1.296498
4.19,7,1.313094
2.18,5,1.325218
5.43,9,1.347486
3.79,7,1.363334
5.42,9,1.385436
3.75,8,1.401526
2.96,6,1.415489
2.19,6,1.426743
5.44,12,1.452018
4.27,7,1.465975
2.55,5,1.475806
6.31,12,1.692544
2.85,6,1.706919
3.28,6,1.720421
4.33,7,1.736094
5.17,9,1.756875
4.9,9,1.77782
6.16,14,1.807602
5.55,10,1.830857
5.49,9,1.853873
1.9,4,1.86341
2.1,6,1.876977
2.88,7,1.892102
2.12,6,1.906361
4.19,7,1.923333
1.12,4,1.9323
2.39,5,1.943089
5.03,8,1.962271
4.96,9,2.1839
2.01,4,2.194049
5.89,10,2.218476
3.81,6,2.232525
5.28,7,2.248168
3.05,7,2.263852
3.9,9,2.282809
5.35,11,2.308216
4.73,9,2.328412
3.62,8,2.348226
3.63,7,2.36576
2.11,7,2.383052
4.8,10,2.408149
4.33,7,2.426087
3.81,8,2.445741
5.57,10,2.470514
3.71,7,2.67988
4.31,8,2.699422
2.35,5,2.711838
5.07,10,2.73441
3.34,5,2.74608
5.11,8,2.765625
2.63,6,2.78023
3.2,6,2.795788
4.57,6,2.812232
8.88,11,2.841393
4.23,6,2.856163
4.89,9,2.878884
6.04,11,2.904414
2.94,6,2.922224
5.48,9,2.948232
4.57,7,2.968597
2.62,5,2.981344
3.07,6,3.235661
2.72,5,3.25332
3.38,8,3.275841
4.28,7,3.291858
2.85,6,3.306881
2.85,6,3.321968
5.25,8,3.342922
3.82,7,3.36067
3.51,7,3.379584
4.74,7,3.394717
3.96,7,3.422965
4.54,7,3.4425
3.69,6,3.456441
5.07,8,3.476927
4.8,8,3.496476
2.67,9,3.520789
3.13,5,3.53334
4.1,9,3.554089
3.93,6,3.57058
4.86,7,3.788523
3.77,6,3.803241
5.06,9,3.823756
4.98,9,3.844485
5.29,8,3.864298
6.09,10,3.889081
1.42,3,3.896883
2.33,4,3.909649
4.67,8,3.931554
2.56,6,3.947653
2.06,6,3.962889
3.22,6,3.979895
4.53,10,4.008166
6.5,11,4.03821
2.48,5,4.051779
1.48,3,4.060679
3.08,6,4.07799
2.81,5,4.089646
4.5,9,4.409904
5.99,10,4.438283
4.14,10,4.493536
3.53,7,4.530014
5.42,11,4.5818
4.09,7,4.603465
4.77,8,4.641328
3.52,8,4.671072
4.36,8,4.699148
4.31,8,4.729364
5.72,8,4.757213
6.03,10,4.792432
6.58,12,4.837306
3.5,5,4.897852
5.97,10,4.923178
2.58,4,5.136333
5.66,10,5.171728
3.49,7,5.19449
3.14,5,5.209066
6.02,10,5.240475
2.4,4,5.262434
3.16,4,5.277031
3.65,6,5.296633
2.86,7,5.328937
4.18,8,5.377906
2.66,5,5.396565
5.05,10,5.453534
4.94,9,5.478092
4.63,10,5.505517
6.68,11,5.54619
4.35,8,5.564266
4.39,10,5.586585
3.45,5,5.859864
6.22,10,5.893344
4.76,8,5.920541
4.8,7,5.942024
1.55,4,5.953789
5.76,9,5.975707
4.27,7,6.002912
4.1,7,6.024786
5.85,9,6.055448
6.3,11,6.085282
2.61,4,6.100069
3.93,5,6.114912
2.66,4,6.128135
2.9,6,6.148007
6.98,12,6.18877
3.84,7,6.209915
4.48,8,6.234187
5.31,9,6.500695
4.28,7,6.521548
5.87,10,6.555412
3.64,6,6.573864
3.27,7,6.595156
3.91,6,6.614678
6.01,10,6.643935
3.51,8,6.666625
5.15,9,6.693565
6.0,12,6.729846
4.53,8,6.752692
4.0,5,6.767092
4.0,8,6.793779
4.92,7,6.815272
3.13,7,6.83523
3.59,5,6.849204
5.47,8,6.870959
6.72,12,7.116553
2.88,6,7.13186
3.19,6,7.147153
3.06,7,7.164371
5.08,8,7.187937
4.84,9,7.213397
4.34,7,7.231592
5.12,9,7.257685
5.09,10,7.285737
4.17,8,7.30837
3.59,7,7.327181
4.66,9,7.34999
3.9,9,7.372867
2.97,5,7.385825
5.16,10,7.414577
3.18,9,7.437079
5.63,11,7.665722
3.77,6,7.683001
6.73,9,7.712833
2.22,5,7.727369
4.47,9,7.755534
7.12,11,7.784619
4.82,7,7.802985
5.85,11,7.84515
3.55,6,7.862685
5.52,10,7.892853
0.71,4,7.904784
4.77,7,7.927284
5.42,8,7.951216
5.16,8,7.97503
5.03,8,7.999814
5.27,9,8.032904
3.73,7,8.285567
4.44,7,8.303916
4.81,8,8.325402
6.19,10,8.35181
2.11,4,8.36298
3.25,5,8.376145
2.81,5,8.387953
5.09,8,8.405646
5.58,9,8.430766
4.17,8,8.453645
4.11,6,8.470439
4.83,9,8.49298
3.98,7,8.510666
6.44,12,8.549862
4.72,8,8.569695
2.07,5,8.58223
2.19,5,8.595085
4.45,7,8.813095
3.81,8,8.835665
5.66,9,8.858495
1.92,5,8.870308
3.95,8,8.890194
4.73,7,8.908314
3.04,6,8.925838
4.51,8,8.945435
7.07,12,8.973246
8.15,13,8.999096
4.9,10,9.123343
3.68,6,9.138864
5.62,8,9.159891
4.31,8,9.178746
3.34,6,9.193548
2.47,5,9.206204
6.5,9,9.440125
1.39,3,9.44824
3.3,7,9.466506
4.1,8,9.508801
4.64,6,9.527548
8.84,14,9.566564
5.33,10,9.593415
4.89,7,9.621483
5.95,10,9.647166
4.76,7,9.66405
3.44,6,9.67617
6.53,10,9.698069
5.33,9,9.720139
7.32,11,9.751188
2.32,4,9.762106
3.24,8,9.816991
5.37,7,10.161088
5.39,9,10.186549
4.94,9,10.209843
2.37,5,10.224002
4.54,6,10.240902
7.84,13,10.275819
6.09,10,10.303007
6.38,11,10.334971
6.19,9,10.361009
1.48,3,10.369715
5.8,12,10.400522
4.43,8,10.421518
4.33,6,10.437714
7.16,11,10.468267
3.75,8,10.48902
6.95,12,10.725648
4.11,8,10.745631
3.82,7,10.760712
4.77,6,10.77666
4.37,7,10.794711
8.87,13,10.824354
6.44,11,10.855069
3.86,6,10.873021
6.2,10,10.902095
5.83,10,10.935579
2.86,4,10.94667
5.67,8,10.966166
2.32,4,10.97639
3.1,4,10.987118
3.74,7,11.007295
5.7,8,11.028342
4.85,8,11.048957
4.07,8,11.299562
5.48,11,11.327927
5.03,7,11.344623
4.37,5,11.356003
1.56,5,11.366946
4.22,6,11.381485
5.68,11,11.4077
4.38,9,11.432843
5.28,8,11.456056
7.85,11,11.483351
6.6,12,11.509553
2.76,7,11.522755
4.9,7,11.535732
9.11,14,11.561034
7.51,10,11.747498
2.37,4,11.754801
4.23,6,11.765461
6.86,10,11.782029
2.3,5,11.790868
4.83,7,11.803385
4.3,7,11.816603
7.82,12,11.839026
4.1,6,11.851658
6.42,10,11.870379
8.53,12,11.89105
4.97,9,11.9089
5.88,10,11.929035
7.35,10,11.950246
3.91,7,11.964141
6.0,9,11.981195
5.04,7,12.171667
6.92,9,12.192381
7.72,11,12.220627
5.26,9,12.246723
3.2,5,12.260218
4.88,8,12.281696
3.8,5,12.294677
6.78,12,12.325819
6.25,9,12.349025
5.12,8,12.369836
5.41,10,12.394541
8.0,13,12.427094
4.83,8,12.448643
3.91,5,12.461646
3.83,7,12.478079
4.1,7,12.681509
5.51,8,12.697408
5.68,10,12.716278
4.61,8,12.731704
10.33,15,12.760789
3.62,8,12.775766
4.78,7,12.78869
2.91,5,12.797602
7.35,13,12.821485
5.07,6,12.832834
1.72,3,12.838535
7.07,10,12.859041
3.02,5,12.868509
3.57,7,12.881183
8.56,12,12.9038
5.22,8,12.919702
6.26,10,13.110314
4.47,7,13.122936
1.94,6,13.134055
5.55,10,13.151629
4.38,6,13.163668
3.9,9,13.179633
5.42,7,13.192762
4.03,7,13.205983
4.23,6,13.217659
3.98,6,13.228665
7.37,10,13.246789
7.29,10,13.267841
4.66,8,13.283724
7.32,11,13.305659
4.12,6,13.31732
5.5,8,13.332303
3.83,7,13.543339
5.18,8,13.565411
5.17,7,13.583302
6.55,11,13.611337
5.33,9,13.632771
5.93,10,13.659025
8.37,11,13.686864
6.28,10,13.708483
6.6,11,13.733018
5.53,9,13.753086
5.7,8,13.773746
6.1,11,13.794315
5.17,9,13.81527
5.01,8,13.833389
5.72,13,14.082761
5.64,7,14.098857
5.77,10,14.119109
4.4,7,14.132991
6.5,10,14.152479
9.54,12,14.17741
4.7,6,14.196229
4.98,8,14.212367
6.86,10,14.232013
5.07,8,14.248051
3.78,6,14.259563
5.65,9,14.278372
8.32,11,14.298701
5.79,8,14.313845
4.09,8,14.493999
5.39,8,14.509643
6.27,9,14.52613
6.96,13,14.549193
3.02,5,14.558758
5.96,9,14.577996
6.2,9,14.595981
4.23,6,14.608843
4.8,8,14.625453
5.08,7,14.639755
7.66,11,14.663902
4.23,7,14.683509
4.52,7,14.705053
5.97,9,14.727624
5.26,8,14.744182
8.61,13,14.977181
5.09,7,14.993302
5.11,6,15.009064
9.32,12,15.039927
7.56,13,15.076202
5.75,9,15.100562
5.14,7,15.120347
3.4,6,15.13504
7.12,12,15.166272
2.22,5,15.180023
3.39,9,15.201358
6.06,9,15.222922
7.16,10,15.247517
8.46,12,15.277097
7.54,11,15.494398
4.64,5,15.507617
2.82,5,15.519866
3.51,8,15.535748
4.07,8,15.551018
5.81,9,15.568336
6.59,10,15.588596
4.91,7,15.601407
4.83,6,15.611948
8.53,13,15.636406
3.89,6,15.64781
7.54,13,15.67137
7.82,12,15.695424
