#{"t_start": 1774949406.2242177, "env_id": "None"}
r,l,t
5.64,11,0.071638
3.83,5,0.090011
5.21,8,0.120081
4.32,7,0.142411
2.18,3,0.15198
3.81,8,0.178331
4.94,8,0.206201
4.59,7,0.230253
2.81,5,0.242526
4.0,6,0.25645
3.07,7,0.271435
5.34,10,0.305181
4.29,8,0.332507
3.18,7,0.357406
2.34,6,0.385062
4.73,7,0.410891
2.94,6,0.436186
3.65,9,0.46615
5.6,8,0.711272
3.46,6,0.725528
3.26,6,0.738443
5.06,8,0.761888
4.99,8,0.794469
3.37,6,0.820611
3.76,7,0.846757
2.14,7,0.868463
4.77,8,0.889994
2.38,5,0.908638
4.41,8,0.933179
1.73,6,0.959711
2.41,6,0.9792
5.11,10,1.009446
4.39,9,1.034296
4.51,10,1.061311
2.97,6,1.081387
4.18,9,1.365558
5.32,10,1.420508
4.22,8,1.462922
5.04,8,1.503575
4.76,8,1.530725
4.83,9,1.572491
3.16,7,1.599943
3.95,8,1.629649
3.66,7,1.654879
3.81,5,1.671919
5.3,8,1.698367
4.65,9,1.724604
2.96,5,1.74036
5.44,9,1.76612
2.75,6,1.782834
5.27,10,1.811778
4.7,8,2.073897
3.02,9,2.10129
1.41,5,2.115124
2.07,5,2.129578
6.78,12,2.165509
3.43,8,2.188151
4.23,7,2.208223
4.9,9,2.234149
3.95,8,2.256616
4.3,10,2.285731
5.63,10,2.317247
3.44,5,2.331736
5.53,10,2.353282
2.75,7,2.368437
4.61,9,2.386678
5.23,8,2.403547
2.75,5,2.635183
4.12,8,2.66021
2.75,7,2.683171
5.1,8,2.710695
3.1,5,2.72156
2.57,7,2.736683
4.1,8,2.753764
5.69,9,2.782734
7.83,14,2.818341
1.55,4,2.827725
5.16,10,2.849387
4.03,6,2.86195
4.98,6,2.874887
3.04,6,2.888554
2.37,5,2.899313
4.69,9,2.918334
4.79,9,2.936978
7.56,12,3.166008
4.48,7,3.185908
5.03,10,3.212563
6.38,10,3.239986
5.34,11,3.273227
3.95,8,3.301151
4.8,8,3.330629
5.95,10,3.358248
6.57,9,3.381962
1.69,5,3.395537
5.39,8,3.419765
4.05,8,3.443129
5.2,8,3.470233
4.66,7,3.49263
3.65,7,3.515534
3.11,6,3.533573
8.02,11,3.754194
3.88,9,3.785639
4.69,9,3.815226
6.76,13,3.84567
4.78,7,3.861661
6.72,12,3.903837
4.16,7,3.928121
2.02,4,3.940627
2.91,6,3.960199
7.08,10,3.99137
6.14,8,4.008432
7.57,11,4.042201
3.55,6,4.061542
2.76,6,4.080634
4.23,8,4.104024
4.99,10,4.341289
4.83,8,4.367144
4.39,8,4.393794
3.98,8,4.421758
6.12,9,4.449489
2.3,6,4.47133
4.34,7,4.492403
5.62,12,4.529987
8.69,14,4.574205
4.9,8,4.597888
4.63,9,4.619501
4.97,8,4.639597
6.66,13,4.670735
2.0,6,4.684181
6.14,10,4.930955
2.33,5,4.946911
6.39,10,4.977664
3.5,6,4.996047
3.36,8,5.020316
2.06,4,5.03114
5.93,10,5.058002
6.16,8,5.082873
2.55,6,5.109373
9.73,14,5.158309
1.33,4,5.171061
5.7,7,5.193255
