#{"t_start": 1774938682.1783721, "env_id": "None"}
r,l,t
0.5,3,0.018901
0.74,4,0.024715
2.54,5,0.030952
1.6,5,0.037261
1.5,6,0.044789
3.36,6,0.05166
2.41,4,0.056278
2.42,5,0.062145
1.74,4,0.067623
1.36,4,0.072412
3.34,6,0.079529
2.0,4,0.084264
2.46,4,0.089247
3.42,6,0.09644
3.02,7,0.105045
1.41,4,0.110115
1.28,4,0.11515
1.3,4,0.120076
2.65,6,0.127316
2.32,6,0.1344
1.61,4,0.139328
3.41,5,0.145622
1.77,4,0.150737
1.39,5,0.157041
0.84,4,0.16178
1.01,3,0.165526
2.54,4,0.171424
1.57,4,0.176332
4.04,8,0.186033
2.68,3,0.189852
2.17,5,0.196033
1.3,3,0.199627
2.14,5,0.205667
2.8,6,0.213043
2.19,5,0.218996
1.52,4,0.223623
0.56,3,0.227251
3.55,7,0.235749
0.23,3,0.239549
1.82,4,0.2448
3.04,6,0.252215
1.41,4,0.257186
1.23,4,0.262191
3.37,6,0.270378
1.0,3,0.274379
1.8,4,0.27968
1.74,4,0.284548
1.71,3,0.288172
2.06,4,0.293021
2.33,5,0.29917
1.53,4,0.303843
0.68,3,0.307482
1.7,5,0.313777
1.47,4,0.318763
0.99,3,0.322324
1.75,4,0.327024
1.23,3,0.330648
0.9,4,0.335328
1.92,4,0.340345
1.54,4,0.345479
1.6,4,0.350319
0.65,3,0.354079
2.91,5,0.359921
0.18,3,0.363641
2.04,4,0.369244
1.06,6,0.376307
2.02,5,0.381966
2.57,4,0.386558
3.37,5,0.39217
1.4,3,0.395704
2.13,4,0.400351
0.99,3,0.403829
1.08,3,0.407462
1.14,3,0.411085
0.79,3,0.414793
0.77,4,0.419798
1.7,4,0.425174
1.78,4,0.429792
1.2,5,0.435802
2.09,5,0.44174
1.54,6,0.449341
1.82,4,0.454253
3.2,7,0.462476
3.31,5,0.468557
0.86,3,0.473013
1.26,4,0.477822
2.81,5,0.483623
2.74,5,0.489474
1.88,6,0.496257
1.51,4,0.500924
2.1,5,0.505907
1.15,3,0.508809
1.09,4,0.513483
2.77,5,0.519949
1.58,3,0.524174
1.34,4,0.529773
1.53,4,0.535281
2.12,4,0.540729
1.78,4,0.545847
0.76,4,0.551486
1.21,4,0.557729
1.05,4,0.564379
1.06,3,0.570418
1.94,6,0.581891
2.09,5,0.590835
2.28,4,0.598318
2.19,4,0.605376
1.8,5,0.613372
0.68,4,0.619412
0.76,4,0.62535
1.1,4,0.630429
3.05,5,0.636697
2.6,5,0.643993
0.73,4,0.650086
1.49,4,0.655168
1.31,4,0.660445
1.08,3,0.664363
0.98,3,0.66896
3.33,6,1.461749
1.83,5,1.471931
2.65,5,1.483254
4.23,8,1.498254
1.66,4,1.505742
2.43,4,1.514593
2.63,5,1.524825
2.32,5,1.534676
1.1,4,1.541311
2.36,5,1.551592
2.68,8,1.565528
0.41,3,1.571131
2.9,6,1.58364
1.06,4,1.591126
2.33,4,1.598871
1.6,5,1.607762
0.44,3,1.613594
2.48,7,1.626653
1.24,4,1.634742
2.03,4,1.642427
2.88,5,1.653795
1.45,4,1.66281
1.25,4,1.671502
2.01,4,1.681724
2.22,4,1.690154
1.54,4,1.698153
1.17,4,1.706188
0.82,4,1.714535
2.91,7,1.729056
1.4,3,1.735228
2.34,4,1.744157
1.42,5,1.754825
3.48,7,1.768116
2.64,4,1.775175
2.37,5,1.786013
0.94,4,1.793692
0.61,3,1.799344
0.86,3,1.804832
2.69,6,1.81722
2.46,4,1.825069
2.14,5,1.834693
2.47,5,1.844554
1.67,3,1.850636
1.64,3,1.856014
2.4,5,1.864356
3.04,5,1.87391
2.05,4,1.880994
2.48,5,1.891825
1.79,4,1.89964
1.51,3,1.906065
2.13,4,1.914583
1.98,5,1.924303
0.98,3,1.930233
1.67,3,1.935749
2.17,4,1.943214
0.57,3,1.949206
0.72,3,1.954953
1.9,4,1.962969
1.4,4,1.971262
1.44,3,1.977588
1.76,6,1.991741
1.79,4,1.999292
1.09,4,2.006235
1.84,5,2.01599
2.91,5,2.024905
3.04,6,2.035774
3.14,7,2.049003
0.83,3,2.054665
2.02,5,2.064626
3.03,6,2.076148
1.68,4,2.085461
2.18,5,2.095623
0.76,3,2.101755
1.65,4,2.109097
2.94,6,2.120541
2.02,4,2.127432
3.57,7,2.140002
2.91,6,2.151411
0.05,3,2.157599
2.58,4,2.165811
3.14,5,2.176332
2.52,6,2.189604
1.56,5,2.199581
2.83,5,2.209083
2.25,5,2.218162
2.51,5,2.227023
1.98,4,2.234431
2.96,5,2.24349
2.61,5,2.252745
2.36,4,2.26041
1.43,4,2.270024
1.28,4,2.278492
1.13,3,2.284322
1.56,4,2.293699
1.54,4,2.301848
3.11,5,2.312622
1.15,3,2.318588
2.58,4,2.326359
3.44,6,2.337404
0.73,4,2.34467
1.71,4,2.35243
1.79,4,2.360159
2.69,6,2.371085
2.22,4,2.378689
1.93,4,2.38744
2.95,6,2.399003
1.06,4,2.406695
1.3,4,2.413693
1.97,5,2.420925
1.45,3,2.426012
0.86,3,2.431079
0.57,3,2.436745
2.3,5,2.446271
2.87,7,3.192974
3.38,6,3.20561
0.77,3,3.211505
2.17,5,3.221386
