#{"t_start": 1774858640.1225548, "env_id": "None"}
r,l,t
1.96,5,0.012964
2.05,5,0.014308
1.05,4,0.01535
1.42,4,0.016448
1.51,3,0.017464
1.73,4,0.018494
0.2,3,0.019065
1.51,4,0.02003
1.51,5,0.021623
0.79,4,0.022572
2.78,5,0.023912
1.58,4,0.025002
1.89,5,0.026352
2.12,5,0.027406
1.49,4,0.028397
1.37,4,0.029429
3.3,6,0.030781
1.07,5,0.031904
1.22,4,0.033134
1.66,3,0.033964
1.74,5,0.035271
0.6,4,0.03627
1.21,5,0.037421
2.73,5,0.046721
2.31,5,0.05481
0.79,5,0.063254
0.86,4,0.071415
1.6,3,0.078631
2.11,4,0.086947
1.08,5,0.095143
0.94,4,0.147388
0.8,3,0.155316
1.0,4,0.162676
1.86,4,0.170413
1.49,4,0.178265
0.93,3,0.186126
1.14,3,0.188548
0.91,4,0.196691
1.48,3,0.206376
2.88,5,0.214474
1.64,3,0.222576
2.84,5,0.232196
2.71,7,0.247437
1.31,4,0.25627
1.62,3,0.265741
1.86,5,0.275394
0.98,3,0.283583
1.49,4,0.292402
1.62,3,0.302061
2.42,4,0.311528
1.23,3,0.313322
1.63,3,0.321481
1.05,4,0.329747
2.61,5,0.338359
2.67,4,0.34616
1.61,4,0.355059
2.13,5,0.371421
2.21,5,0.380609
2.22,4,0.387875
2.18,5,0.396747
1.98,4,0.405374
2.13,4,0.413609
0.97,3,0.42108
2.34,5,0.430892
1.62,3,0.440167
0.99,4,0.448342
1.06,4,0.456528
0.98,3,0.465512
1.57,5,0.475568
1.49,3,0.484079
1.62,3,0.486776
0.86,3,0.496061
2.4,4,0.506564
1.51,3,0.515712
1.12,3,0.524102
2.32,4,0.532189
1.62,3,0.536181
2.88,5,0.550958
2.0,5,0.561008
2.43,5,0.569055
1.51,3,0.578236
0.35,3,0.585658
1.55,3,0.587979
1.59,5,0.601331
1.74,4,0.610418
1.8,3,0.61264
1.62,3,0.62131
1.62,3,0.632206
1.84,5,0.641474
1.51,3,0.649936
1.7,3,0.657492
1.29,3,0.660204
3.06,6,0.674255
2.64,5,0.684537
1.55,3,0.693986
3.23,7,0.71047
1.49,4,0.719
1.16,3,0.721364
1.62,3,0.730982
1.1,3,0.740619
0.96,3,0.750418
1.45,4,0.759394
1.6,3,0.761597
1.62,3,0.771213
1.62,3,0.780214
1.32,4,0.789364
1.62,3,0.799427
2.18,4,0.806995
1.99,4,0.816365
1.7,3,0.818814
1.09,3,0.825864
1.18,3,0.833724
3.02,6,0.843685
2.04,5,0.856916
1.11,3,0.858807
1.75,4,0.865546
1.52,4,0.871631
1.29,4,0.87701
1.45,3,0.884305
1.27,3,0.892254
1.62,3,0.900829
1.68,4,0.909289
2.34,5,0.916785
1.62,3,0.925061
2.62,4,0.933394
1.16,3,0.935896
1.88,4,0.944124
1.99,4,0.952751
1.62,3,0.96104
1.62,3,0.968486
1.8,4,0.975868
1.63,4,0.984352
1.51,3,0.991868
2.29,5,1.001113
1.77,4,1.009633
1.65,3,1.017454
1.62,3,1.021658
1.41,3,1.030535
1.15,3,1.038485
1.04,3,1.046021
1.62,3,1.049538
2.15,5,1.065635
1.62,3,1.06982
2.39,4,1.080635
1.25,3,1.0885
1.68,3,1.096887
1.71,3,1.104767
1.27,3,1.107788
2.22,4,1.11741
1.62,3,1.125281
1.51,4,1.134224
1.16,3,1.141613
1.74,4,1.1506
1.52,5,1.158216
1.62,3,1.167683
2.4,4,1.176593
1.72,4,1.186784
1.47,3,1.196126
1.62,3,1.199778
2.15,4,1.207204
2.08,4,1.216316
1.74,4,1.225435
2.52,5,1.241645
1.58,3,1.244827
1.57,3,1.255365
1.47,3,1.263911
1.3,4,1.273157
1.9,6,1.282008
1.41,3,1.290809
1.62,3,1.299722
1.62,3,1.309195
1.5,3,1.312297
2.04,4,1.321665
1.62,3,1.330894
2.08,4,1.34171
1.62,3,1.351663
1.4,3,1.35936
1.47,3,1.361264
1.62,3,1.371397
2.5,4,1.380885
2.24,4,1.391565
1.62,3,1.401707
1.12,3,1.410755
1.62,3,1.413976
2.29,4,1.423862
1.62,3,1.433414
1.78,4,1.443093
1.89,4,1.452214
2.48,4,1.460879
1.49,3,1.468853
1.62,3,1.476338
1.62,3,1.479229
1.62,3,1.488122
2.02,4,1.495463
1.31,3,1.503747
1.62,3,1.512657
1.62,3,1.515851
1.62,3,1.525327
1.62,3,1.534472
1.8,4,1.544158
1.62,3,1.552478
1.62,3,1.555426
1.62,3,1.563274
1.62,3,1.57229
1.31,3,1.580419
1.62,3,1.584277
1.93,4,1.59406
1.73,4,1.603006
1.62,3,1.613142
2.27,4,1.623983
1.56,3,1.632417
2.61,4,1.642464
1.62,3,1.650795
2.45,5,1.657715
1.62,3,1.664324
0.9,3,1.666124
1.62,3,1.672943
0.96,3,1.679846
1.62,3,1.686417
0.82,3,1.688234
1.62,3,1.694715
1.62,3,1.701499
1.62,3,1.708558
1.62,3,1.710336
1.62,3,1.718018
1.62,3,1.726116
1.62,3,1.734727
1.62,3,1.737944
1.42,3,1.746372
1.49,3,1.753253
1.62,3,1.759419
1.08,3,1.761241
1.62,3,1.768425
1.62,3,1.774716
2.06,4,1.782856
1.62,3,1.790247
0.95,3,1.792463
1.68,3,1.803841
1.62,3,1.899831
