#{"t_start": 1774860087.825858, "env_id": "None"}
r,l,t
1.24,4,0.009201
2.6,7,0.01075
1.46,3,0.011475
1.21,3,0.012182
2.46,5,0.013306
1.76,4,0.014185
2.11,4,0.015537
2.45,4,0.016731
1.4,4,0.017543
2.24,5,0.018547
1.1,3,0.019155
2.17,4,0.01998
1.12,3,0.020703
0.85,3,0.021212
0.42,3,0.021828
2.38,7,0.02269
2.29,6,0.023496
4.25,8,0.025003
3.2,9,0.027301
1.03,3,0.027865
1.6,5,0.028692
2.36,5,0.02946
2.85,5,0.037619
1.61,5,0.043223
1.48,3,0.050128
1.6,4,0.057323
1.7,3,0.063954
1.33,4,0.071
1.2,4,0.077872
1.24,4,0.085629
0.86,3,0.092342
1.36,4,0.09998
1.29,4,0.108162
2.13,5,0.119719
1.08,4,0.129483
1.77,6,0.138981
1.98,4,0.145578
1.66,4,0.153212
2.2,7,0.166807
1.76,6,0.177794
1.31,5,0.184039
3.08,8,0.197166
2.53,6,0.206179
1.2,6,0.221234
1.87,4,0.228358
2.13,6,0.236232
1.73,5,0.248253
0.71,3,0.249179
0.9,5,0.263175
1.33,5,0.271327
1.97,4,0.279212
2.26,7,0.291772
4.25,9,0.306955
1.63,6,0.316363
2.02,6,0.330608
3.45,8,0.346107
1.8,6,0.356093
1.87,7,0.371789
2.54,6,0.383745
1.72,5,0.391695
1.82,6,0.39942
1.67,5,0.413947
3.63,11,0.429246
0.89,5,0.438341
2.69,7,0.444757
1.89,8,0.457529
3.18,8,0.473066
1.89,8,0.491521
2.72,5,0.505115
0.93,4,0.51429
2.72,9,0.5286
1.16,4,0.53386
3.08,9,0.547324
3.66,8,0.560281
1.14,4,0.566222
3.01,8,0.580092
1.39,7,0.594929
3.33,10,0.610316
1.65,7,0.62507
2.95,8,0.638838
2.6,7,0.653189
2.83,8,0.666599
1.58,6,0.675522
1.0,5,0.695165
2.4,8,0.715837
2.0,9,0.735535
1.59,6,0.746524
1.99,5,0.762093
2.49,5,0.770665
1.93,8,0.78655
1.72,5,0.795303
2.42,4,0.802831
3.06,9,0.821886
3.18,9,0.846165
1.3,6,0.85798
2.06,7,0.873586
1.18,6,0.885833
2.22,7,0.901174
1.74,6,0.915188
1.56,5,0.922794
2.25,9,0.939213
1.07,6,0.954588
2.52,8,0.969713
2.19,7,0.981282
1.32,6,0.996511
2.13,8,1.012991
1.96,6,1.025436
1.15,6,1.042777
3.42,8,1.058445
1.64,6,1.067165
2.03,7,1.08357
3.06,9,1.09818
1.94,6,1.113376
1.55,8,1.13259
3.69,9,1.148669
1.21,6,1.162335
2.39,6,1.172614
1.0,5,1.183252
1.28,6,1.199832
1.3,7,1.216426
2.77,8,1.236966
1.76,7,1.248444
1.22,6,1.266055
2.2,7,1.284357
1.0,5,1.295655
1.86,7,1.311822
1.07,6,1.327363
1.0,5,1.338707
1.23,6,1.356781
1.18,7,1.37693
1.51,6,1.389803
2.24,7,1.407439
1.99,6,1.419217
2.49,7,1.437821
2.47,9,1.452829
1.25,6,1.470454
1.37,7,1.488556
1.59,7,1.500435
1.85,7,1.517602
2.29,7,1.536489
1.0,6,1.546148
1.48,7,1.559401
2.25,7,1.57305
1.53,6,1.58361
1.0,5,1.600415
1.0,5,1.610655
1.64,6,1.620532
1.0,5,1.637313
1.0,5,1.646467
1.0,5,1.655592
1.0,5,1.663744
1.76,7,1.681982
1.62,7,1.700973
2.68,7,1.717424
1.0,5,1.727928
1.0,5,1.739352
1.31,6,1.756078
1.99,7,1.766068
1.56,6,1.784254
1.0,5,1.79295
1.0,5,1.801886
1.44,6,1.815074
0.38,3,1.820925
0.87,3,1.822551
0.38,3,1.831349
0.38,3,1.838393
0.38,3,1.844864
0.38,3,1.847197
0.83,3,1.853818
0.38,3,1.861116
0.38,3,1.868695
0.38,3,1.871821
0.99,3,1.881091
0.38,3,1.889896
0.38,3,1.898247
0.38,3,1.901278
0.38,3,1.910362
0.38,3,1.917637
0.38,3,1.926955
0.67,4,1.936124
0.38,3,1.939498
0.38,3,1.948186
1.26,6,1.965962
1.0,5,1.974154
1.0,5,1.983934
1.0,5,1.994347
1.98,6,2.007739
1.13,6,2.016448
2.19,7,2.033261
1.0,5,2.043103
1.0,5,2.056654
1.0,5,2.064197
1.0,5,2.071987
1.0,5,2.07885
1.0,5,2.092041
1.0,5,2.099214
1.0,5,2.107265
1.0,5,2.11475
1.0,5,2.129159
1.0,5,2.138185
1.0,5,2.146937
1.0,5,2.154969
1.0,5,2.167898
1.0,5,2.177821
1.0,5,2.189384
1.0,5,2.200427
1.0,5,2.213582
1.58,6,2.221996
1.0,5,2.233062
1.0,5,2.249589
1.0,5,2.258234
1.51,6,2.266872
1.0,5,2.281916
1.0,5,2.29472
1.0,5,2.304382
1.0,5,2.313875
1.44,5,2.327236
1.44,5,2.339218
1.44,5,2.350037
1.44,5,2.361318
1.74,6,2.379049
1.76,5,2.388505
1.44,5,2.398303
1.44,5,2.410795
1.44,5,2.418555
1.44,5,2.426316
1.44,5,2.437967
1.44,5,2.454057
1.44,5,2.464552
1.64,6,2.475583
1.56,6,2.492847
2.78,7,2.509125
2.07,6,2.519327
1.44,5,2.528868
1.7,6,2.545613
1.44,5,2.556389
1.44,5,2.566198
2.41,6,2.581485
1.44,5,2.589736
1.44,5,2.600579
1.44,5,2.612637
1.44,5,2.619786
1.44,5,2.626693
1.44,5,2.637089
2.06,6,2.652336
1.44,5,2.660537
1.44,5,2.66801
1.44,5,2.682465
1.44,5,2.691951
1.97,6,2.70285
1.44,5,2.717402
1.44,5,2.726633
1.44,5,2.736383
1.44,5,2.745578
1.44,5,2.759319
1.44,5,2.767519
1.44,5,2.777238
1.44,5,2.786879
1.44,5,2.802226
1.44,5,2.811654
1.44,5,2.820271
1.44,5,2.829169
1.44,5,2.844165
1.44,5,2.853037
1.44,5,2.863122
1.44,5,2.872972
1.44,5,2.889002
1.44,5,2.900343
1.44,5,2.910885
1.44,5,2.9217
1.44,5,2.938059
1.44,5,2.94808
1.44,5,2.957978
2.38,6,2.97465
1.89,6,2.985344
1.44,5,2.994939
2.08,6,3.011692
1.44,5,3.021442
1.44,5,3.028909
1.44,5,3.042506
1.44,5,3.054155
1.44,5,3.066888
