#{"t_start": 1774943660.523335, "env_id": "None"}
r,l,t
1.35,5,0.010612
2.69,6,0.012141
3.04,6,0.013639
2.51,7,0.015255
1.72,5,0.016814
0.92,3,0.017807
1.89,4,0.018868
2.3,5,0.020256
1.36,4,0.021451
1.08,3,0.02222
3.3,7,0.023645
2.04,5,0.02476
2.25,5,0.025969
1.6,4,0.026816
0.67,3,0.027318
1.43,3,0.028032
3.87,7,0.029482
2.88,5,0.030447
0.68,3,0.031171
3.84,7,0.032586
2.92,5,0.033954
0.48,3,0.041039
1.31,4,0.047735
2.91,5,0.055454
2.04,4,0.067937
0.26,3,0.074847
1.71,5,0.083471
0.77,3,0.089792
2.35,7,0.096395
2.23,5,0.106709
1.34,5,0.114403
2.7,7,0.133467
1.74,5,0.141061
0.86,3,0.147038
2.16,5,0.153993
2.53,5,0.160816
0.79,4,0.167578
2.46,6,0.181886
1.66,4,0.188892
1.49,3,0.189857
1.84,4,0.196716
0.45,3,0.203009
1.94,5,0.211186
1.19,4,0.218154
2.25,6,0.231683
0.73,3,0.238173
0.92,3,0.239094
0.73,4,0.244933
1.6,4,0.251759
1.74,5,0.262841
0.51,3,0.263796
1.98,4,0.270165
2.17,4,0.275984
2.34,4,0.283324
1.15,3,0.290705
2.39,5,0.298935
1.4,4,0.307945
0.72,3,0.316549
0.56,3,0.325622
1.35,4,0.332995
1.33,5,0.340358
1.52,4,0.346881
1.08,4,0.3535
2.34,5,0.360051
1.57,4,0.365921
2.09,4,0.371953
1.27,5,0.383767
2.18,5,0.39053
1.01,3,0.396068
0.8,3,0.396794
2.18,6,0.407682
2.39,5,0.4147
1.91,5,0.423693
2.71,6,0.437237
1.76,5,0.443876
1.64,6,0.456834
2.66,7,0.46423
1.23,4,0.470482
1.2,4,0.478489
0.56,3,0.486461
1.45,4,0.494317
0.93,3,0.501791
1.82,5,0.510271
0.68,3,0.517203
0.75,4,0.524633
1.19,4,0.532523
0.94,3,0.539745
0.68,3,0.540819
1.45,4,0.549996
1.93,4,0.556426
1.28,3,0.563264
